"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","87.42","n","n","n",NA
"5856","PEPTIDE OXIDATION","57.45","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","55.42","yes","n","n","1.00e+00"
"5802","NEUROINFLAMMATION","53.01","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","50.95","yes","n","yes","1.00e+00"
"5798","SYNAPTOGENESIS DECREASED ","43.59","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","41.91","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","38.28","yes","n","n","1.00e+00"
"6536","DEATH/FAILURE COLONY","36.19","n","n","yes",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","36.18","n","n","n",NA
"6080","INCREASE DNA DAMAGE","35.72","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","33.44","yes","n","n","1.00e+00"
"6519","DECREASE NUMBER OF WORKER BEES","32.86","n","n","yes",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","30.2","n","n","n",NA
"6125","ACTIVATION PPARΑ","28.9","n","yes","n",NA
"5782","BDNF REDUCED","26.19","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","25.48","n","n","n",NA
"6521","REDUCED FOOD STORAGE","24.64","n","n","n",NA
"6013","OXIDATIVE STRESS ","23.32","n","n","n",NA
"8060","INCREASE IN RONS","22.76","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","22.65","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","22.27","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","21.77","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","21.2","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","19.19","n","n","n",NA
"6476","ACTIVATION NR1H4","18.93","yes","yes","n","1.02e+00"
"5875","INCREASE MUTATIONS","17.24","yes","n","n","1.00e+00"
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","17.03","yes","n","n","1.00e+00"
"6003","IMPAIRED HIVE THERMOREGULATION","16.43","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","15.77","n","n","n",NA
"6234","T4 IN SERUM DECREASED","15.65","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","15.61","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","15.33","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","14.07","n","n","n",NA
"6005","WEAKENED COLONY","13.99","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","13.84","n","n","n",NA
"5766","INCREASE APOPTOSIS","13.82","n","n","n",NA
"5756","DECREASE OOGENESIS","12.86","n","n","n",NA
"6142","ACTIVATION NADPH OXIDASE","12.86","n","yes","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","11.54","n","n","yes",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","11.22","n","yes","n",NA
"5800","N/A NEURODEGENERATION","11.12","yes","n","n","1.00e+00"
"6497","DECREASE OVULATION","11.07","yes","n","n","1.06e+00"
"5806","RELEASE CYTOKINE","11.01","yes","n","n","1.01e+00"
"6454","INCREASED REACTIVE OXYGEN SPECIES","10.58","yes","n","n","1.01e+00"
"6413","INHIBITION NA+/I- SYMPORTER NIS","10.45","yes","yes","n","1.01e+00"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","10.09","n","n","n",NA
"6038","INCREASE LUNG CANCER","9.71","n","n","yes",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","9.59","n","n","n",NA
"6162","DECREASE FECUNDITY","9.59","n","n","yes",NA
"6415","THYROIDAL IODIDE DECREASED","9.59","n","n","n",NA
"6480","ACTIVATION SHP","9.56","n","n","n",NA
"7463","INCREASE MUTATIONS","9.13","yes","n","n","1.00e+00"
"5826","ACCUMULATION COLLAGEN","8.47","yes","n","n","1.01e+00"
"6036","INCREASE CELL PROLIFERATION","8.15","n","n","n",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","7.47","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","7.47","n","yes","n",NA
"6241","THYROPEROXIDASE INHIBITION","6.95","n","yes","n",NA
"5948","EMT","6.77","n","n","n",NA
"7794","INCREASE FOLLICULAR ATRESIA","6.43","n","n","n",NA
"5829","LUNG FIBROSIS","6.12","n","n","yes",NA
"6237","GABAERGIC INTERNEURONS DECREASED","5.83","n","n","n",NA
"5877","INCREASE CANCER","5.8","yes","n","yes","1.02e+00"
"7596","ACTIVATION TGF-BETA PATHWAY","5.78","yes","n","n","1.01e+00"
