"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","96.57","n","n","n",NA
"6080","INCREASE DNA DAMAGE","87.02","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","78.21","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","74","n","n","n",NA
"8060","INCREASE IN RONS","67.91","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","67.51","yes","n","n","1.05e-04"
"7446","ALTERED GENE EXPRESSION","64.31","yes","n","n","1.04e-04"
"7289","INCREASED OXIDATIVE STRESS","64.14","yes","n","n","1.04e-04"
"7537","ALTERED PROTEIN PRODUCTION","64.14","n","n","n",NA
"5677","INCREASED MORTALITY","53.24","n","n","yes",NA
"7294","OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS","53.24","n","n","n",NA
"7303","INCREASED BLOOD POTASSIUM CONCENTRATION","53.24","n","n","n",NA
"5802","NEUROINFLAMMATION","52.67","n","n","n",NA
"5856","PEPTIDE OXIDATION","51.91","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","44.19","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","37.33","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","36.59","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","36.19","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","34.1","n","n","n",NA
"6125","ACTIVATION PPARΑ","28.71","n","yes","n",NA
"7306","OCCURRENCE CARDIAC ARRTHYMIA","26.62","n","n","n",NA
"7308","OCCURRENCE CARDIAC ARRHYTHMIA","26.62","n","n","n",NA
"6376","OVERACTIVATION NMDARS","20.19","n","n","n",NA
"6378","INCREASED INTRACELLULAR CALCIUM OVERLOAD","20.19","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","19.14","n","n","n",NA
"5818","REDUCTION IONOTROPIC GABA RECEPTOR CHLORIDE CHANNEL CONDUCTANCE","18.83","n","n","n",NA
"5819","REDUCTION NEURONAL SYNAPTIC INHIBITION","18.83","n","n","n",NA
"6380","OCCURRENCE EPILEPTIC SEIZURE","18.83","yes","n","n","1.05e-04"
"6597","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT","18.83","n","n","n",NA
"6674","BINDING AT PICROTOXIN SITE IGABAR CHLORIDE CHANNEL","18.83","n","yes","n",NA
