"nodes","name","%ppp","matched","mie","ao","pod"
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","17.82","yes","n","yes","1.77e-01"
"6499","REDUCED REPRODUCTIVE SUCCESS","5.32","yes","n","yes","1.01e-02"
"7458","N/A BREAST CANCER","4.8","yes","n","yes","3.13e-03"
"5827","N/A LIVER FIBROSIS","2.5","yes","n","yes","2.76e-03"
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","1.07","yes","n","yes","4.98e-04"
"6089","INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR","0.52","yes","n","yes","1.78e-01"
"5877","INCREASE CANCER","0.32","yes","n","yes","2.26e-04"
"7578","REPRODUCTIVE FAILURE","0.03","yes","n","yes","9.32e-03"
"5944","CHOLESTASIS PATHOLOGY","0.02","yes","n","yes","5.46e-04"
"5969","FORMATION HEPATOCELLULAR AND BILE DUCT TUMORS","0","yes","n","yes","2.37e-01"
