"nodes","name","%ppp","matched","mie","ao","pod"
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","91.68","yes","n","n","1.09e-04"
"5787","CELL INJURY/DEATH","87.96","n","n","n",NA
"5856","PEPTIDE OXIDATION","71.05","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","69.21","yes","n","yes","1.01e-04"
"6007","IMPAIRED PROTEOSTASIS","66.78","yes","n","n","1.10e-04"
"5802","NEUROINFLAMMATION","64.83","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","64.8","n","n","n",NA
"5800","N/A NEURODEGENERATION","53.56","n","n","yes",NA
"6125","ACTIVATION PPARΑ","48.08","n","yes","n",NA
"6536","DEATH/FAILURE COLONY","43.43","n","n","yes",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","39.52","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","36.56","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","35.24","n","n","yes",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","34.61","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","32.06","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","31.08","n","n","n",NA
"6521","REDUCED FOOD STORAGE","26.43","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","25.94","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","25.16","n","n","yes",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","25.05","yes","n","n","1.14e-04"
"6080","INCREASE DNA DAMAGE","23.81","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","23.03","n","n","n",NA
"6475","ACTIVATION NRF2","21.37","n","yes","n",NA
"6476","ACTIVATION NR1H4","21.37","n","yes","n",NA
"6478","ACTIVATION FXR","21.37","n","n","n",NA
"6480","ACTIVATION SHP","21.37","n","n","n",NA
"5766","INCREASE APOPTOSIS","19.43","n","n","n",NA
