"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","94.14","n","n","n",NA
"5806","RELEASE CYTOKINE","90.23","yes","n","n","1.32e-01"
"5860","INCREASE INFLAMMATION","90.23","yes","n","n","1.32e-01"
"5826","ACCUMULATION COLLAGEN","86.4","n","n","n",NA
"5827","N/A LIVER FIBROSIS","82.64","yes","n","yes","1.32e-01"
"5948","EMT","67.08","n","n","n",NA
"7605","COLLAGEN DEPOSITION","66.15","n","n","n",NA
"5856","PEPTIDE OXIDATION","62.31","n","n","n",NA
"5946","EXPRESSION OF COLLAGEN","44.1","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","43.16","n","n","n",NA
"6013","OXIDATIVE STRESS ","38.15","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","31.35","n","n","n",NA
"5802","NEUROINFLAMMATION","29.55","n","n","n",NA
"6125","ACTIVATION PPARΑ","25.33","n","yes","n",NA
"5782","BDNF REDUCED","20.64","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","19.62","yes","n","n","1.32e-01"
"6080","INCREASE DNA DAMAGE","19.39","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","19.08","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","18.45","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","17.51","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","16.89","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","16.26","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","14","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","13.76","n","n","n",NA
"6234","T4 IN SERUM DECREASED","11.26","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","11.26","n","n","n",NA
"6475","ACTIVATION NRF2","11.26","n","yes","n",NA
"6476","ACTIVATION NR1H4","11.26","n","yes","n",NA
"6478","ACTIVATION FXR","11.26","n","n","n",NA
"6480","ACTIVATION SHP","11.26","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","10.79","n","n","n",NA
"6413","INHIBITION NA+/I- SYMPORTER NIS","10.01","n","yes","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","10.01","n","n","n",NA
