"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","90.82","n","n","n",NA
"5856","PEPTIDE OXIDATION","76.14","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","72.94","n","n","yes",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","67.69","yes","n","n","1.07e+00"
"5802","NEUROINFLAMMATION","65.02","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","55.59","yes","n","n","1.16e+00"
"6536","DEATH/FAILURE COLONY","52.01","n","n","yes",NA
"6519","DECREASE NUMBER OF WORKER BEES","49.04","n","n","yes",NA
"5800","N/A NEURODEGENERATION","48.45","n","n","yes",NA
"5798","SYNAPTOGENESIS DECREASED ","46.5","n","n","n",NA
"6125","ACTIVATION PPARΑ","42.28","n","yes","n",NA
"6013","OXIDATIVE STRESS ","39.25","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","37.3","n","n","n",NA
"6521","REDUCED FOOD STORAGE","36.78","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","35.05","n","n","n",NA
"6475","ACTIVATION NRF2","31.24","yes","yes","n","1.26e+00"
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","28.55","n","n","n",NA
"6080","INCREASE DNA DAMAGE","28.5","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","28.18","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","24.54","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","23.62","yes","n","n","1.07e+00"
"5782","BDNF REDUCED","23.5","n","n","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","21.85","n","n","n",NA
"6005","WEAKENED COLONY","21.35","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","21.18","n","n","n",NA
"5806","RELEASE CYTOKINE","20.79","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","20.06","n","n","n",NA
"6476","ACTIVATION NR1H4","20.04","n","yes","n",NA
"6478","ACTIVATION FXR","20.04","n","n","n",NA
"6480","ACTIVATION SHP","20.04","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","19.82","n","n","n",NA
