"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","87.46","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","60.56","yes","n","yes","1.02e+00"
"5802","NEUROINFLAMMATION","54.35","n","n","n",NA
"6013","OXIDATIVE STRESS ","49.63","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","49.26","yes","n","n","1.01e+00"
"6022","INCREASED LIVER STEATOSIS","45.51","yes","n","n","1.01e+00"
"5800","N/A NEURODEGENERATION","44.97","n","n","yes",NA
"5798","SYNAPTOGENESIS DECREASED ","44.31","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","42.78","yes","n","n","1.10e+00"
"6536","DEATH/FAILURE COLONY","38.74","n","n","yes",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","35.72","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","33.68","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","32.14","n","n","yes",NA
"5782","BDNF REDUCED","27.44","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","25.91","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","25.64","n","n","n",NA
"6080","INCREASE DNA DAMAGE","25.64","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","25","n","yes","n",NA
"5972","ACTIVATION LXR","24.96","n","yes","n",NA
"6521","REDUCED FOOD STORAGE","24.1","n","n","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","23.06","n","n","n",NA
"5856","PEPTIDE OXIDATION","22.63","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","20.43","n","n","n",NA
"5697","UP REGULATION SCD-1","19.33","n","n","n",NA
"5982","ACTIVATION SREBF1","18.72","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","17.28","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","17.18","n","n","yes",NA
"6003","IMPAIRED HIVE THERMOREGULATION","16.41","n","n","n",NA
"6234","T4 IN SERUM DECREASED","14.05","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","14.05","n","n","n",NA
"6005","WEAKENED COLONY","13.91","n","n","n",NA
"8060","INCREASE IN RONS","12.58","n","n","n",NA
"6413","INHIBITION NA+/I- SYMPORTER NIS","12.56","n","yes","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","12.52","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","12.5","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","12.45","yes","n","n","1.03e+00"
"5826","ACCUMULATION COLLAGEN","12.33","yes","n","n","1.96e+00"
"5766","INCREASE APOPTOSIS","12.03","n","n","n",NA
"6176","ACTIVATION PXR/SXR","11.19","yes","yes","n","1.02e+00"
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","9.56","yes","n","n","1.01e+00"
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","9.51","n","n","n",NA
"5906","INCREASED LIPOGENESIS","9.36","n","n","n",NA
"5978","ACTIVATION SCD-1","9.36","n","n","n",NA
"7668","INCREASE CYTOSOLIC FATTY ACID","9.36","n","n","n",NA
"6530","REDUCED BROOD CARE","9.15","yes","n","n","2.33e+00"
"5756","DECREASE OOGENESIS","8.82","n","n","n",NA
"5806","RELEASE CYTOKINE","8.59","yes","n","n","1.01e+00"
"5860","INCREASE INFLAMMATION","8.47","yes","n","n","1.01e+00"
"5829","LUNG FIBROSIS","8.3","n","n","yes",NA
"6007","IMPAIRED PROTEOSTASIS","7.98","yes","n","n","1.38e+00"
"5948","EMT","7.92","n","n","n",NA
"6125","ACTIVATION PPARΑ","7.92","n","yes","n",NA
"6024","ACCUMULATION FATTY ACID","7.46","n","n","n",NA
"6177","INHIBITION FOXA2","7.46","n","n","n",NA
"6469","DOWN REGULATION HMGCS2","7.46","n","n","n",NA
"6472","DECREASED KETOGENESIS","7.46","n","n","n",NA
"6241","THYROPEROXIDASE INHIBITION","7.45","n","yes","n",NA
"6415","THYROIDAL IODIDE DECREASED","7.45","n","n","n",NA
"6162","DECREASE FECUNDITY","7.38","n","n","yes",NA
"7605","COLLAGEN DEPOSITION","6.93","n","n","n",NA
"6362","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE","6.68","yes","n","n","1.02e+00"
"5831","PULMONARY FIBROSIS","6.61","n","n","yes",NA
"6237","GABAERGIC INTERNEURONS DECREASED","6.49","n","n","n",NA
"6148","ACTIVATION SREBP-1","6.29","n","n","n",NA
"5875","INCREASE MUTATIONS","6.23","yes","n","n","1.19e+00"
"6497","DECREASE OVULATION","5.94","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","5.52","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","5.4","n","n","n",NA
"5794","ACTIVATION STELLATE CELLS","5.29","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","5.28","n","n","n",NA
"7393","INHIBITION PENDRIN","5.11","n","yes","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","5.06","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","4.96","yes","n","yes","1.03e+00"
"6059","BINDING OF ANTAGONIST NMDA RECEPTORS","4.9","n","yes","n",NA
"6055","INHIBITION NMDARS","4.89","yes","n","n","1.02e+00"
"6365","DOWN REGULATION K-CL CO-TRANSPORTER 2 KCC2 ","4.82","n","n","n",NA
"6426","DELAY DEVELOPMENTAL GABA SHIFT ","4.82","n","n","n",NA
"6314","DECREASED LOCOMOTION","4.81","yes","n","n","1.02e+00"
"6572","INCREASED PREDATION","4.81","n","n","yes",NA
"5946","EXPRESSION OF COLLAGEN","4.72","yes","n","n","1.96e+00"
"5843","DECLINE POPULATION","4.52","n","n","yes",NA
"7794","INCREASE FOLLICULAR ATRESIA","4.41","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","4.33","n","n","n",NA
"6376","OVERACTIVATION NMDARS","4.28","yes","n","n","1.10e+00"
"6378","INCREASED INTRACELLULAR CALCIUM OVERLOAD","4.28","n","n","n",NA
"6992","BINDING OF AGONIST IONOTROPIC GLUTAMATE RECEPTORS","4.28","yes","yes","n","1.10e+00"
"5779","DECREASED CALCIUM INFLUX","4.1","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","3.92","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","3.39","n","n","yes",NA
"7463","INCREASE MUTATIONS","3.26","yes","n","n","1.19e+00"
"6142","ACTIVATION NADPH OXIDASE","3.17","n","yes","n",NA
"6476","ACTIVATION NR1H4","3.17","n","yes","n",NA
"6478","ACTIVATION FXR","3.17","n","n","n",NA
"6480","ACTIVATION SHP","3.17","n","n","n",NA
"7596","ACTIVATION TGF-BETA PATHWAY","3.07","yes","n","n","1.04e+00"
"6071","ACTIVATION JNK","3.07","yes","n","n","1.04e+00"
"8592","TGFBETA EXPRESSION","3.07","n","n","n",NA
"6164","INCREASE MORTALITY","2.85","yes","n","n","1.03e+00"
"6910","INHIBITION PHOSPHOLIPASE A","2.71","n","yes","n",NA
"6913","DISTURBANCE LYSOSOMAL FUNCTION","2.71","n","n","n",NA
"6929","DISRUPTION LYSOSOME","2.71","yes","n","n","1.95e+00"
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","2.64","n","n","n",NA
"6335","ALTERATION FOOD-WEB STRUCTURES","2.26","n","n","yes",NA
"7289","INCREASED OXIDATIVE STRESS","2.19","yes","n","n","1.39e+00"
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","2.14","yes","n","n","6.89e-01"
"6986","INCREASE MUTATIONS IN CRITICAL GENES","2.14","yes","n","n","6.89e-01"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","2.03","n","n","n",NA
"7326","UNKNOWN MIE","1.88","n","yes","n",NA
"8071","INCREASED PROINFLAMMATORY MEDIATORS","1.88","n","n","n",NA
"8502","ENHANCED VIRAL ENTRY AND GENE EXPRESSION","1.88","n","n","n",NA
"8504","BINDING OF S PROTEIN TO ACE RECEPTOR","1.88","n","yes","n",NA
"6499","REDUCED REPRODUCTIVE SUCCESS","1.63","yes","n","yes","1.03e+00"
"6525","ABNORMAL ROLE CHANGE WITHIN CASTE","1.6","n","n","n",NA
"6575","REDUCED SURVIVAL","1.6","n","n","yes",NA
"6578","DECREASED SURVIVAL","1.6","n","n","yes",NA
"7641","AP-1 ACTIVATION","1.53","n","n","n",NA
"7643","PIN-1 ACTIVATION","1.53","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","1.48","n","n","n",NA
"6308","DECREASE FERTILITY","1.44","n","n","yes",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","1.31","n","yes","n",NA
"7446","ALTERED GENE EXPRESSION","1.12","yes","n","n","1.04e+00"
"7851","ACTIVATION OF CYP2E1","1.04","n","yes","n",NA
"7787","INCREASE ROS","0.95","n","n","n",NA
"5944","CHOLESTASIS PATHOLOGY","0.87","yes","n","yes","1.48e+00"
"7458","N/A BREAST CANCER","0.73","yes","n","yes","1.06e+00"
"6048","N/A NEURONAL DYSFUNCTION","0.72","n","n","n",NA
"7537","ALTERED PROTEIN PRODUCTION","0.71","yes","n","n","1.91e+00"
"6998","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","0.68","yes","n","n","2.18e+00"
"7004","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","0.68","yes","yes","n","2.18e+00"
"7009","PARKINSONIAN MOTOR DEFICITS","0.67","n","n","yes",NA
"5871","INCREASE HERITABLE MUTATIONS IN OFFSPRING","0.65","yes","n","yes","1.27e+00"
"5877","INCREASE CANCER","0.65","yes","n","yes","1.19e+00"
"7432","ACTIVATION ESTROGEN RECEPTOR","0.63","n","yes","n",NA
"5940","INCREASE REGENERATIVE CELL PROLIFERATION FORESTOMACH EPITHELIAL CELLS","0.59","n","n","n",NA
"6832","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS","0.59","yes","n","yes","1.47e+00"
"6836","INCREASE HYPERPLASIA FORESTOMACH EPITHELIAL CELLS","0.59","n","n","n",NA
"5942","FIBROPROLIFERATIVE AIRWAY LESIONS","0.55","n","n","n",NA
"8252","BRONCHIOLITIS OBLITERANS","0.55","n","n","yes",NA
"6091","INCREASE CYTOTOXICITY","0.54","n","n","n",NA
"6817","INCREASE TISSUE DEGENERATION NECROSIS & ATROPHY ","0.54","n","n","n",NA
"6982","INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA","0.54","yes","n","n","1.62e+00"
"7442","INCREASED DUCTAL HYPERPLASIA ","0.49","n","n","n",NA
"6321","DECREASED POPULATION 1","0.41","n","n","yes",NA
"7433","INCREASED NON-GENOMIC SIGNALING","0.41","n","n","n",NA
"7535","ALTERED DIFFERENTIATION","0.41","n","n","n",NA
"8203","NEURAL TUBE DEFECTS","0.41","n","n","yes",NA
"7578","REPRODUCTIVE FAILURE","0.37","yes","n","yes","1.04e+00"
"7792","REDUCE SPERM COUNT","0.36","n","n","yes",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","0.36","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","0.36","n","yes","n",NA
"6513","ACTIVATION NICOTINIC ACETYLCHOLINE RECEPTOR","0.34","n","yes","n",NA
"7439","INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY","0.32","n","n","n",NA
"5935","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB","0.3","yes","n","n","1.01e+00"
"6062","ACTIVATION CASPASE 8 PATHWAY","0.29","n","n","n",NA
"6038","INCREASE LUNG CANCER","0.28","n","n","yes",NA
"6989","LUNG CANCER","0.28","n","n","yes",NA
"5910","ACTIVATION GLUCOCORTICOID RECEPTOR","0.26","n","yes","n",NA
"5913","INDUCTION IKB INHIBITORY PROTEIN","0.26","yes","n","n","1.01e+00"
"5788","NECROTIC TISSUE","0.23","n","n","yes",NA
"7435","INCREASED SECOND MESSENGER PRODUCTION","0.2","yes","n","n","1.91e+00"
"6015","IMPAIRED THORACIC SHIVERING","0.17","n","n","n",NA
"6517","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR","0.16","yes","n","n","1.22e+00"
"8077","LOSS OF ALVEOLAR CAPILLARY MEMBRANE INTEGRITY","0.16","n","n","n",NA
"8080","ACTIVATION OF TH2 CELLS","0.16","n","n","n",NA
"8082","INCREASED CELLULAR PROLIFERATION AND DIFFERENTIATION","0.16","n","n","n",NA
"8084","INCREASED EXTRACELLULAR MATRIX DEPOSITION","0.16","n","n","n",NA
"7576","LIVER INJURY","0.12","n","n","yes",NA
"5796","NEURODEGENERATION","0.12","n","n","yes",NA
"7437","INCREASED ER BINDING TO DNA CLASSICAL PATHWAY ","0.11","n","n","n",NA
"8087","HISTONE DEACETYLASE INHIBITION","0.09","n","yes","n",NA
"8092","HISTONE ACETYLATION INCREASE","0.09","n","n","n",NA
