"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","95.05","n","n","n",NA
"5856","PEPTIDE OXIDATION","86.47","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","66.57","yes","n","n","2.96e+00"
"6125","ACTIVATION PPARΑ","61.13","n","yes","n",NA
"6080","INCREASE DNA DAMAGE","49.64","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","49.09","n","n","n",NA
"6142","ACTIVATION NADPH OXIDASE","45.76","yes","yes","n","3.04e+00"
"5802","NEUROINFLAMMATION","43.89","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","39.14","n","n","yes",NA
"6013","OXIDATIVE STRESS ","37.75","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","36.86","yes","n","n","1.02e+01"
"6007","IMPAIRED PROTEOSTASIS","32.86","yes","n","n","2.96e+00"
"8060","INCREASE IN RONS","31.77","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","29.83","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","28.96","n","n","n",NA
"6480","ACTIVATION SHP","27.95","n","n","n",NA
"6475","ACTIVATION NRF2","27.56","n","yes","n",NA
"6476","ACTIVATION NR1H4","27.56","n","yes","n",NA
"6478","ACTIVATION FXR","27.56","n","n","n",NA
"5806","RELEASE CYTOKINE","27.13","yes","n","n","1.02e+01"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","27.13","n","n","n",NA
"5875","INCREASE MUTATIONS","25.85","yes","n","n","2.74e+00"
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","25.11","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","24.26","n","n","n",NA
"6536","DEATH/FAILURE COLONY","22.93","n","n","yes",NA
"5800","N/A NEURODEGENERATION","22.87","n","n","yes",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","22.48","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","22.08","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","21.33","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","21.23","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","20.38","n","n","yes",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","20.35","n","n","n",NA
"5766","INCREASE APOPTOSIS","19.53","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","19.14","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","18.99","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","18.96","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","17.95","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","16.43","n","yes","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","15.87","n","n","n",NA
"6521","REDUCED FOOD STORAGE","15.29","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","14.95","yes","n","n","2.74e+00"
"6144","DEMETHYLATION PPARG PROMOTER","14.69","n","n","n",NA
"6148","ACTIVATION SREBP-1","13.84","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","13.61","n","n","n",NA
"5756","DECREASE OOGENESIS","13.15","n","n","n",NA
"7463","INCREASE MUTATIONS","11.84","yes","n","n","2.74e+00"
"6162","DECREASE FECUNDITY","11.19","n","n","yes",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","11.07","n","n","yes",NA
"5948","EMT","10.68","n","n","n",NA
"6071","ACTIVATION JNK","10.68","yes","n","n","1.02e+01"
"7596","ACTIVATION TGF-BETA PATHWAY","10.68","n","n","n",NA
"8592","TGFBETA EXPRESSION","10.68","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","10.52","yes","n","yes","2.77e+00"
"6003","IMPAIRED HIVE THERMOREGULATION","10.19","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","9.77","yes","n","n","9.27e+00"
"6497","DECREASE OVULATION","9.24","n","n","n",NA
"6005","WEAKENED COLONY","8.49","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","8.49","n","n","yes",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","7.93","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","7.72","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","7.31","n","n","n",NA
"5843","DECLINE POPULATION","7.29","n","n","yes",NA
"5829","LUNG FIBROSIS","6.77","n","n","yes",NA
"7794","INCREASE FOLLICULAR ATRESIA","6.58","n","n","n",NA
"6314","DECREASED LOCOMOTION","6.02","yes","n","n","3.14e+00"
"6572","INCREASED PREDATION","6.02","n","n","yes",NA
"6164","INCREASE MORTALITY","5.89","yes","n","n","4.60e+00"
"7605","COLLAGEN DEPOSITION","5.82","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","5.46","n","n","yes",NA
"7641","AP-1 ACTIVATION","5.34","n","n","n",NA
"7643","PIN-1 ACTIVATION","5.34","n","n","n",NA
"6024","ACCUMULATION FATTY ACID","4.92","n","n","n",NA
"5831","PULMONARY FIBROSIS","4.87","n","n","yes",NA
"5782","BDNF REDUCED","4.75","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","4.66","n","n","n",NA
"6749","INHIBITION PYRUVATE DEHYDROGENASE KINASE PDK ENZYME","4.57","n","yes","n",NA
"6750","INCREASED INDUCTION OF PYRUVATE DEHYDROGENASE PDH","4.57","n","n","n",NA
"6752","INCREASE OXIDATIVE METABOLISM","4.57","yes","n","n","3.52e+00"
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","4.46","n","yes","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","4.21","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","3.9","n","n","n",NA
"6986","INCREASE MUTATIONS IN CRITICAL GENES","3.88","yes","n","n","2.77e+00"
"6335","ALTERATION FOOD-WEB STRUCTURES","3.64","n","n","yes",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","3.55","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","3.55","n","yes","n",NA
"5972","ACTIVATION LXR","3.49","n","yes","n",NA
"6530","REDUCED BROOD CARE","3.4","n","n","n",NA
"6499","REDUCED REPRODUCTIVE SUCCESS","3.37","yes","n","yes","3.68e+00"
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","3.11","n","n","n",NA
"5946","EXPRESSION OF COLLAGEN","2.91","n","n","n",NA
"6038","INCREASE LUNG CANCER","2.77","n","n","yes",NA
"6341","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF","2.77","n","n","n",NA
"6343","INCREASED PROLIFERATION/CLONAL EXPANSION OF MUTANT CELLS PRE-NEOPLASTIC LESIONS/ALTERED H","2.77","n","n","n",NA
"6347","INCREASED CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","2.77","n","n","n",NA
"6234","T4 IN SERUM DECREASED","2.67","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","2.67","n","n","n",NA
"6126","ACTIVATION LXR ALPHA","2.33","n","n","n",NA
"6910","INHIBITION PHOSPHOLIPASE A","2.21","n","yes","n",NA
"6913","DISTURBANCE LYSOSOMAL FUNCTION","2.21","n","n","n",NA
"6929","DISRUPTION LYSOSOME","2.21","n","n","n",NA
"5935","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB","2.18","yes","n","n","2.74e+00"
"6062","ACTIVATION CASPASE 8 PATHWAY","2.18","n","n","n",NA
"6575","REDUCED SURVIVAL","2.01","n","n","yes",NA
"6578","DECREASED SURVIVAL","2.01","n","n","yes",NA
"6308","DECREASE FERTILITY","1.96","n","n","yes",NA
"6415","THYROIDAL IODIDE DECREASED","1.89","n","n","n",NA
"6136","ACTIVATION HSD17B4","1.75","n","n","n",NA
"5794","ACTIVATION STELLATE CELLS","1.74","n","n","n",NA
"6413","INHIBITION NA+/I- SYMPORTER NIS","1.6","n","yes","n",NA
"5987","INHIBITION PPAR ALPHA","1.36","n","yes","n",NA
"6989","LUNG CANCER","1.33","n","n","yes",NA
