"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","94.92","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","85.63","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","84.19","yes","n","n","1.17e-01"
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","76.26","yes","n","n","1.17e-01"
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","72.22","n","n","n",NA
"5856","PEPTIDE OXIDATION","72.22","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","68.09","n","n","yes",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","61.1","yes","n","n","3.71e-01"
"6013","OXIDATIVE STRESS ","57.85","n","n","n",NA
"6080","INCREASE DNA DAMAGE","45.28","n","n","n",NA
"6536","DEATH/FAILURE COLONY","43.37","n","n","yes",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","42.93","n","n","n",NA
"5802","NEUROINFLAMMATION","42.52","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","42.45","n","n","n",NA
"6125","ACTIVATION PPARΑ","41.66","n","yes","n",NA
"7289","INCREASED OXIDATIVE STRESS","41.55","n","n","n",NA
"6136","ACTIVATION HSD17B4","40.38","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","40.15","n","n","yes",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","39.65","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","38.48","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","36.8","n","n","n",NA
"6480","ACTIVATION SHP","36.46","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","33.23","n","n","n",NA
"5987","INHIBITION PPAR ALPHA","31.4","n","yes","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","31.09","n","n","n",NA
"6521","REDUCED FOOD STORAGE","30.11","n","n","n",NA
"5800","N/A NEURODEGENERATION","28.75","n","n","yes",NA
"6475","ACTIVATION NRF2","27.49","n","yes","n",NA
"6476","ACTIVATION NR1H4","27.49","n","yes","n",NA
"6478","ACTIVATION FXR","27.49","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","21.31","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","19.68","n","yes","n",NA
"5798","SYNAPTOGENESIS DECREASED ","19.52","n","n","n",NA
"6486","INHIBITION LXR","17.95","n","n","n",NA
"6005","WEAKENED COLONY","17.66","n","n","n",NA
"5806","RELEASE CYTOKINE","16.5","n","n","n",NA
"5860","INCREASE INFLAMMATION","15.06","yes","n","n","1.17e-01"
"6144","DEMETHYLATION PPARG PROMOTER","14.27","n","n","n",NA
"6148","ACTIVATION SREBP-1","13.81","n","n","n",NA
"5999","ALTERED CA2+-CALMODULIN ACTIVATED SIGNAL TRANSDUCTION","10.82","n","n","n",NA
"5972","ACTIVATION LXR","10.82","n","yes","n",NA
"7446","ALTERED GENE EXPRESSION","10.27","yes","n","n","1.49e+00"
"6528","IMPAIRED LARVAL DEVELOPMENT","10.04","n","n","yes",NA
"6314","DECREASED LOCOMOTION","9.54","yes","n","n","1.51e-02"
"6572","INCREASED PREDATION","9.54","n","n","yes",NA
"7537","ALTERED PROTEIN PRODUCTION","9.26","yes","n","n","1.49e+00"
"7432","ACTIVATION ESTROGEN RECEPTOR","7.94","n","yes","n",NA
"5948","EMT","7.81","n","n","n",NA
"7605","COLLAGEN DEPOSITION","6.39","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","5.86","n","n","n",NA
"5829","LUNG FIBROSIS","5.77","n","n","yes",NA
"8060","INCREASE IN RONS","5.6","n","n","n",NA
"7433","INCREASED NON-GENOMIC SIGNALING","5.29","n","n","n",NA
"5782","BDNF REDUCED","5.09","n","n","n",NA
"5692","ACTIVATION AHR","4.78","n","yes","n",NA
"5910","ACTIVATION GLUCOCORTICOID RECEPTOR","4.53","n","yes","n",NA
"6229","TH SYNTHESIS DECREASED","4.48","n","n","n",NA
"5917","DECREASED MITOCHONDRIAL FATTY ACID BETA OXIDATION","4.46","yes","n","n","1.17e-01"
"5946","EXPRESSION OF COLLAGEN","4.26","n","n","n",NA
"6499","REDUCED REPRODUCTIVE SUCCESS","4.04","yes","n","yes","1.28e-02"
"5756","DECREASE OOGENESIS","4.02","n","n","n",NA
"5766","INCREASE APOPTOSIS","4.02","n","n","n",NA
"6497","DECREASE OVULATION","4.02","n","n","n",NA
"7439","INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY","3.97","n","n","n",NA
"5831","PULMONARY FIBROSIS","3.64","n","n","yes",NA
"6415","THYROIDAL IODIDE DECREASED","3.26","n","n","n",NA
"7387","INHIBITION IODOTYROSINE DEIODINASE IYD","3.26","yes","yes","n","1.51e-02"
"6036","INCREASE CELL PROLIFERATION","3.21","yes","n","n","1.82e+00"
"5944","CHOLESTASIS PATHOLOGY","3.2","yes","n","yes","1.50e-01"
"6575","REDUCED SURVIVAL","3.18","n","n","yes",NA
"6578","DECREASED SURVIVAL","3.18","n","n","yes",NA
"6234","T4 IN SERUM DECREASED","3.07","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","3.06","n","n","n",NA
"5940","INCREASE REGENERATIVE CELL PROLIFERATION FORESTOMACH EPITHELIAL CELLS","2.89","yes","n","n","1.45e+00"
"6832","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS","2.89","n","n","yes",NA
"6836","INCREASE HYPERPLASIA FORESTOMACH EPITHELIAL CELLS","2.89","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","2.8","n","n","n",NA
"6038","INCREASE LUNG CANCER","2.74","n","n","yes",NA
"7435","INCREASED SECOND MESSENGER PRODUCTION","2.65","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","2.37","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","2.28","n","n","yes",NA
"5875","INCREASE MUTATIONS","2.27","yes","n","n","1.82e+00"
"7395","INHIBITION DUAL OXIDASE","2.24","yes","yes","n","1.51e-02"
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","2.17","yes","n","n","1.37e+00"
"7794","INCREASE FOLLICULAR ATRESIA","2.01","n","n","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","1.98","n","n","n",NA
"6525","ABNORMAL ROLE CHANGE WITHIN CASTE","1.67","n","n","n",NA
"6989","LUNG CANCER","1.61","n","n","yes",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","1.44","n","n","n",NA
"5942","FIBROPROLIFERATIVE AIRWAY LESIONS","1.33","n","n","n",NA
"8252","BRONCHIOLITIS OBLITERANS","1.33","n","n","yes",NA
"7437","INCREASED ER BINDING TO DNA CLASSICAL PATHWAY ","1.32","n","n","n",NA
"8087","HISTONE DEACETYLASE INHIBITION","1.32","n","yes","n",NA
"8092","HISTONE ACETYLATION INCREASE","1.32","n","n","n",NA
"6126","ACTIVATION LXR ALPHA","1.19","n","n","n",NA
"6237","GABAERGIC INTERNEURONS DECREASED","1.17","n","n","n",NA
"7463","INCREASE MUTATIONS","1.14","yes","n","n","1.82e+00"
"8193","INCREASE CELL PROLIFERATION","1.14","yes","n","n","1.82e+00"
"7294","OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS","1.12","yes","n","n","1.94e+00"
"5677","INCREASED MORTALITY","1.1","n","n","yes",NA
"7303","INCREASED BLOOD POTASSIUM CONCENTRATION","1.1","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","1.05","yes","n","n","1.51e-02"
"7535","ALTERED DIFFERENTIATION","1","n","n","n",NA
"8203","NEURAL TUBE DEFECTS","1","n","n","yes",NA
"6359","ABERRANT DENDRITIC MORPHOLOGY","0.84","n","n","n",NA
"6362","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE","0.84","n","n","n",NA
"6365","DOWN REGULATION K-CL CO-TRANSPORTER 2 KCC2 ","0.84","n","n","n",NA
"6426","DELAY DEVELOPMENTAL GABA SHIFT ","0.84","n","n","n",NA
"5982","ACTIVATION SREBF1","0.79","n","n","n",NA
"7188","INCREASED CELL PROLIFERATION MESOTHELIUM","0.71","yes","n","n","1.37e+00"
"7296","INCREASED MESOTHELIOMAS","0.71","n","n","yes",NA
"6015","IMPAIRED THORACIC SHIVERING","0.62","n","n","n",NA
"6091","INCREASE CYTOTOXICITY","0.62","n","n","n",NA
"6817","INCREASE TISSUE DEGENERATION NECROSIS & ATROPHY ","0.62","n","n","n",NA
"6982","INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA","0.62","n","n","n",NA
"6071","ACTIVATION JNK","0.55","n","n","n",NA
"7306","OCCURRENCE CARDIAC ARRTHYMIA","0.55","n","n","n",NA
"7308","OCCURRENCE CARDIAC ARRHYTHMIA","0.55","n","n","n",NA
"7578","REPRODUCTIVE FAILURE","0.55","yes","n","yes","1.86e-02"
"7596","ACTIVATION TGF-BETA PATHWAY","0.55","n","n","n",NA
"8592","TGFBETA EXPRESSION","0.55","n","n","n",NA
"5868","ACCUMULATION TRIGLYCERIDE","0.5","n","n","n",NA
"5995","DAMAGING MITOCHONDRIA","0.5","yes","n","n","4.87e-01"
"5996","APOPTOSIS","0.5","n","n","yes",NA
"6024","ACCUMULATION FATTY ACID","0.5","yes","n","n","4.87e-01"
"5843","DECLINE POPULATION","0.47","n","n","yes",NA
"7185","DIFFERENTIATION OF FIBROBLASTS","0.46","n","n","n",NA
"5709","INCREASED FA INFLUX","0.42","n","n","n",NA
"5697","UP REGULATION SCD-1","0.4","n","n","n",NA
"5906","INCREASED LIPOGENESIS","0.4","n","n","n",NA
"7668","INCREASE CYTOSOLIC FATTY ACID","0.4","n","n","n",NA
"7861","LIVER CANCER","0.38","n","n","yes",NA
"7334","INCREASED DNA DAMAGE AND MUTATION","0.32","n","n","n",NA
"7009","PARKINSONIAN MOTOR DEFICITS","0.31","n","n","yes",NA
"5707","UP REGULATION CD36","0.29","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","0.28","yes","n","n","1.94e+00"
"8176","MITOCHONDRIAL INJURY","0.28","n","n","n",NA
"7641","AP-1 ACTIVATION","0.27","n","n","n",NA
"7643","PIN-1 ACTIVATION","0.27","n","n","n",NA
"5821","ACTIVATION CHREBP","0.26","n","n","n",NA
"5973","UP REGULATION ACETYL-COA CARBOXYLASE-1 ACC-1","0.26","n","n","n",NA
"5984","UP REGULATION FAS","0.26","n","n","n",NA
"7853","HEPATOCYTOTOXICITY","0.25","n","n","n",NA
"6335","ALTERATION FOOD-WEB STRUCTURES","0.23","n","n","yes",NA
"7576","LIVER INJURY","0.2","n","n","yes",NA
"7580","TESTICULAR ATROPHY","0.2","n","n","yes",NA
"5904","ACTIVATION FAS","0.2","n","n","n",NA
"5978","ACTIVATION SCD-1","0.2","n","n","n",NA
"6321","DECREASED POPULATION 1","0.19","n","n","yes",NA
"5679","DECREASED POPULATION TRAJECTORY","0.18","n","n","yes",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","0.16","n","n","n",NA
"5919","DECREASED PPAR-ALPHA ACTIVATION","0.13","n","yes","n",NA
"7863","SUSTAINED PROLIFERATION","0.13","n","n","n",NA
"5655","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS","0.12","yes","n","n","4.98e-02"
"5841","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","0.12","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","0.12","n","n","n",NA
"6111","REDUCTION PLASMA VITELLOGENIN CONCENTRATIONS","0.12","yes","n","n","4.98e-02"
"7574","ACTIVATION HEPATIC STELLATE CELLS","0.1","n","n","n",NA
"7582","SPERMATOCYTE DEPLETION","0.1","n","n","n",NA
"5728","DECREASE AR ACTIVATION","0.09","n","n","n",NA
"5733","DECREASED TRANSCRIPTION OF GENES BY AR","0.09","n","n","n",NA
"6132","DECREASE STEROIDOGENIC ACUTE REGULATORY PROTEIN STAR","0.09","yes","n","n","1.31e-01"
"6167","FEMINISATION OR INCOMPLETE DEVELOPMENT PRIMARY AND ACCESSORY MALE SEX ORGANS","0.09","n","n","n",NA
"6168","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY","0.09","yes","n","yes","1.31e-01"
"6213","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA","0.09","yes","n","n","1.31e-01"
"6273","REDUCTION TESTOSTERONE SYNTHESIS IN LEYDIG CELLS","0.09","n","n","n",NA
"6403","REDUCTION TESTOSTERONE LEVELS ","0.09","n","n","n",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","0.08","n","yes","n",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","0.08","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","0.08","n","yes","n",NA
"5701","DIMERIZATION AHR/ARNT","0.07","yes","n","n","1.13e-02"
"5654","REDUCTION 17BETA-ESTRADIOL SYNTHESIS BY OVARIAN GRANULOSA CELLS","0.06","n","n","n",NA
"6116","REDUCTION VITELLOGENIN ACCUMULATION INTO OOCYTES AND OOCYTE GROWTH/DEVELOPMENT","0.06","n","n","n",NA
"6176","ACTIVATION PXR/SXR","0.05","yes","yes","n","5.23e-01"
"8303","DECREASE DHT LEVEL","0.05","n","n","n",NA
"6998","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","0.04","n","n","n",NA
"7004","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","0.04","n","yes","n",NA
"5688","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION","0.04","yes","n","n","1.13e-02"
"5738","IMPAIRMENT ENDOTHELIAL NETWORK","0.04","n","n","n",NA
"6164","INCREASE MORTALITY","0.04","n","n","n",NA
"6242","REDUCED ANTERIOR SWIM BLADDER INFLATION","0.04","yes","n","n","5.05e-03"
"7060","REDUCED DIMERIZATION ARNT/HIF1-ALPHA","0.04","yes","n","n","1.13e-02"
"7062","REDUCED PRODUCTION VEGF","0.04","n","n","n",NA
"7117","REDUCED POSTERIOR SWIM BLADDER INFLATION","0.04","yes","n","n","5.05e-03"
"7127","REDUCED YOUNG OF YEAR SURVIVAL","0.04","n","n","n",NA
"7135","REDUCED HEARING","0.04","n","n","n",NA
"5699","INCREASE DNMT EXPRESSION","0.03","n","n","n",NA
"6866","INHIBITION PROLYL HYDROXYLASES","0.03","yes","yes","n","4.98e-02"
"6867","INCREASED HIF-1 HETERODIMER","0.03","n","n","n",NA
"6869","DECREASED AROMATASE CYP19A1 MRNA","0.03","n","n","n",NA
"8450","INCREASE HYPERMETHYLATION OF THE PROMOTOR REGION OF GNRHR","0.03","n","n","n",NA
"8452","DECEASE EXPRESSION OF GNRHR","0.03","n","n","n",NA
"5711","DECREASED PCK1 EXPRESSION CONTROL POINT FOR GLYCOLYSIS/GLUCONEOGENESIS PATHWAY","0.03","yes","n","n","4.87e-01"
"6177","INHIBITION FOXA2","0.03","n","n","n",NA
"6265","DECREASED TRIIODOTHYRONINE T3 IN SERUM","0.03","n","n","n",NA
"6469","DOWN REGULATION HMGCS2","0.03","n","n","n",NA
"6472","DECREASED KETOGENESIS","0.03","n","n","n",NA
"5845","INHIBITION CYCLOOXYGENASE ACTIVITY","0.02","n","yes","n",NA
"6162","DECREASE FECUNDITY","0.02","n","n","yes",NA
"6678","REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA ","0.02","n","n","n",NA
"6679","REDUCED SPAWNING BEHAVIOR","0.02","yes","n","n","1.28e-02"
"6684","REDUCED ABILITY TO ATTRACT SPAWNING MATES","0.02","yes","n","n","1.28e-02"
"6996","INCREASED BLOOD URIC ACID CONCENTRATION","0.02","n","n","n",NA
"7312","INHIBITION CYCLOOXYGENASE 1 ACTIVITY","0.02","n","yes","n",NA
"7313","DECREASED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA ","0.02","n","n","n",NA
"7315","OCCURRENCE RENAL ISCHEMIA","0.02","n","n","n",NA
"5848","REDUCED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY ","0.01","n","n","n",NA
"5850","DECREASED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY ","0.01","n","n","n",NA
"6962","DECREASED PPARALPHA TRANSACTIVATION OF GENE EXPRESSION","0.01","n","n","n",NA
"6967","DECREASED KETOGENESIS PRODUCTION OF KETONE BODIES","0.01","n","n","n",NA
"6974","NOT INCREASED CIRCULATING KETONE BODIES","0.01","n","n","n",NA
"6976","INCREASED CATABOLISM OF MUSCLE PROTEIN","0.01","yes","n","n","7.32e-03"
"6978","DECREASED BODY WEIGHT","0.01","yes","n","yes","7.32e-03"
"7111","BINDING OF ANTAGONIST PPAR ALPHA","0.01","n","yes","n",NA
"7112","STABILIZATION PPAR ALPHA CO-REPRESSOR","0.01","yes","n","n","7.32e-03"
"7115","INHIBITION DEIODINASE 2","0.01","yes","yes","n","5.05e-03"
"7139","INHIBITION DEIODINASE 1","0.01","yes","yes","n","5.05e-03"
"6969","FATTY ACID BETA OXIDATION DECREASED","0.01","n","n","n",NA
