"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","87.36","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","64.58","yes","n","yes","3.33e+00"
"6013","OXIDATIVE STRESS ","53.15","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","50.82","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","49.63","yes","n","n","4.20e+00"
"6454","INCREASED REACTIVE OXYGEN SPECIES","47.86","yes","n","n","3.21e+00"
"6536","DEATH/FAILURE COLONY","46.67","n","n","yes",NA
"6080","INCREASE DNA DAMAGE","44.82","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","44.62","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","44.49","n","n","yes",NA
"5856","PEPTIDE OXIDATION","43.27","n","n","n",NA
"5802","NEUROINFLAMMATION","41.5","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","40.53","n","n","n",NA
"6125","ACTIVATION PPARΑ","40.5","n","yes","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","37.44","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","35.18","n","n","n",NA
"6521","REDUCED FOOD STORAGE","33.37","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","30.37","n","n","n",NA
"8060","INCREASE IN RONS","29.77","n","n","n",NA
"5800","N/A NEURODEGENERATION","29.34","yes","n","yes","2.93e+00"
"5808","TISSUE RESIDENT CELL ACTIVATION","29.24","n","n","n",NA
"5806","RELEASE CYTOKINE","25.43","yes","n","n","2.27e+00"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","25.41","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","22.26","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","22.1","yes","n","yes","3.15e+00"
"5766","INCREASE APOPTOSIS","21.32","n","n","n",NA
"5756","DECREASE OOGENESIS","20.6","n","n","n",NA
"6478","ACTIVATION FXR","20.4","n","n","n",NA
"5782","BDNF REDUCED","20.05","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","19.46","yes","yes","n","3.18e+00"
"6005","WEAKENED COLONY","18.85","n","n","n",NA
"6480","ACTIVATION SHP","18.43","n","n","n",NA
"6475","ACTIVATION NRF2","18.35","yes","yes","n","4.15e+00"
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","17.59","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","17.59","n","n","n",NA
"6476","ACTIVATION NR1H4","16.45","n","yes","n",NA
"6162","DECREASE FECUNDITY","15.78","n","n","yes",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","15.31","n","n","n",NA
"6497","DECREASE OVULATION","14.64","yes","n","n","4.56e+00"
"6144","DEMETHYLATION PPARG PROMOTER","14.34","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","12.27","yes","n","n","3.18e+00"
"6148","ACTIVATION SREBP-1","12.25","n","n","n",NA
"6234","T4 IN SERUM DECREASED","12.14","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","12.03","n","n","n",NA
"5972","ACTIVATION LXR","11.88","n","yes","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","11.12","n","n","yes",NA
"7794","INCREASE FOLLICULAR ATRESIA","10.25","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","10.14","yes","n","n","3.42e+00"
"6413","INHIBITION NA+/I- SYMPORTER NIS","8.85","n","yes","n",NA
