"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","97.07","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","78.2","yes","n","n","1.19e+00"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","78.02","n","n","n",NA
"5806","RELEASE CYTOKINE","77.84","yes","n","n","1.19e+00"
"5856","PEPTIDE OXIDATION","73.84","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","63.73","n","n","n",NA
"6080","INCREASE DNA DAMAGE","58.21","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","51.03","n","n","n",NA
"5875","INCREASE MUTATIONS","49.31","yes","n","n","1.19e+00"
"6007","IMPAIRED PROTEOSTASIS","48.51","yes","n","n","1.35e-01"
"5802","NEUROINFLAMMATION","44.15","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","42.9","n","n","n",NA
"6125","ACTIVATION PPARΑ","41.93","n","yes","n",NA
"6036","INCREASE CELL PROLIFERATION","40.61","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","37.74","n","n","n",NA
"6013","OXIDATIVE STRESS ","33.71","n","n","n",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","31.19","n","n","yes",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","31.19","yes","n","n","1.19e+00"
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","30.46","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","29.73","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","29.5","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","29.46","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","27.96","n","n","n",NA
"7463","INCREASE MUTATIONS","22.1","yes","n","n","1.19e+00"
"7855","GLUTAMATE DYSHOMEOSTASIS","22.05","n","n","n",NA
"8060","INCREASE IN RONS","20.31","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","20.14","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","20.07","n","n","n",NA
"6475","ACTIVATION NRF2","18.64","n","yes","n",NA
"6476","ACTIVATION NR1H4","18.64","n","yes","n",NA
"6478","ACTIVATION FXR","18.64","n","n","n",NA
"6480","ACTIVATION SHP","18.64","n","n","n",NA
