"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","92.19","n","n","n",NA
"6080","INCREASE DNA DAMAGE","77.6","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","69.31","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","65.28","n","n","n",NA
"6013","OXIDATIVE STRESS ","59.23","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","55.36","yes","n","yes","1.07e-01"
"8060","INCREASE IN RONS","53.4","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","51.31","n","n","n",NA
"6125","ACTIVATION PPARΑ","44.52","n","yes","n",NA
"5856","PEPTIDE OXIDATION","42.72","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","40.13","n","n","n",NA
"7446","ALTERED GENE EXPRESSION","36.67","yes","n","n","1.10e-01"
"7537","ALTERED PROTEIN PRODUCTION","36.67","yes","n","n","1.10e-01"
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","30.78","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","29.98","yes","n","n","1.09e-01"
"7855","GLUTAMATE DYSHOMEOSTASIS","29.91","n","n","n",NA
"6024","ACCUMULATION FATTY ACID","29.36","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","29.19","n","n","n",NA
"5802","NEUROINFLAMMATION","26.25","n","n","n",NA
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","25.33","yes","n","n","1.22e-01"
"6480","ACTIVATION SHP","24.78","n","n","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","22.49","n","n","n",NA
"5875","INCREASE MUTATIONS","22.42","yes","n","n","2.46e+00"
"6475","ACTIVATION NRF2","22.28","n","yes","n",NA
"6476","ACTIVATION NR1H4","22.28","n","yes","n",NA
"6478","ACTIVATION FXR","22.28","n","n","n",NA
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","21.24","yes","n","n","1.07e-01"
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","21.2","n","yes","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","21.1","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","21.06","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","20.77","n","n","n",NA
"5948","EMT","17.63","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","16.38","n","n","yes",NA
"5972","ACTIVATION LXR","16.36","n","yes","n",NA
"6126","ACTIVATION LXR ALPHA","14.99","n","n","n",NA
"7605","COLLAGEN DEPOSITION","14.9","n","n","n",NA
"6314","DECREASED LOCOMOTION","14.89","yes","n","n","1.07e-01"
