"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","96.89","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","95.46","yes","n","n","2.32e-01"
"6022","INCREASED LIVER STEATOSIS","94.96","yes","n","n","2.40e-01"
"5780","IMPAIRMENT LEARNING AND MEMORY","74.13","n","n","yes",NA
"6013","OXIDATIVE STRESS ","67.86","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","52.18","yes","n","n","2.40e-01"
"6536","DEATH/FAILURE COLONY","52.18","n","n","yes",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","49.58","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","49.42","n","n","n",NA
"6024","ACCUMULATION FATTY ACID","49.15","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","47.52","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","46.73","n","n","n",NA
"5856","PEPTIDE OXIDATION","46.73","n","n","n",NA
"5802","NEUROINFLAMMATION","45.82","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","45.62","n","n","yes",NA
"6080","INCREASE DNA DAMAGE","43.27","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","41.76","n","n","n",NA
"6125","ACTIVATION PPARΑ","40.93","n","yes","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","40.8","n","n","n",NA
"5800","N/A NEURODEGENERATION","39.94","n","n","yes",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","38.29","n","yes","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","37.73","yes","n","n","2.40e-01"
"5808","TISSUE RESIDENT CELL ACTIVATION","35.96","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","35.54","n","n","n",NA
"5972","ACTIVATION LXR","35.42","n","yes","n",NA
"6521","REDUCED FOOD STORAGE","34.21","n","n","n",NA
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","30.28","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","30.15","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","27.7","n","n","n",NA
"6480","ACTIVATION SHP","26.41","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","23.5","n","n","n",NA
"6476","ACTIVATION NR1H4","22.08","n","yes","n",NA
"6478","ACTIVATION FXR","22.08","n","n","n",NA
"6126","ACTIVATION LXR ALPHA","21.74","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","21.29","n","n","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","20.59","n","n","n",NA
"6475","ACTIVATION NRF2","20.29","yes","yes","n","2.33e-01"
"6005","WEAKENED COLONY","19.52","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","19.01","n","n","yes",NA
