"nodes","name","%ppp","matched","mie","ao","pod"
"6454","INCREASED REACTIVE OXYGEN SPECIES","99.9","yes","n","n","1.64e+00"
"5787","CELL INJURY/DEATH","97.41","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","97.09","yes","n","n","1.64e+00"
"5780","IMPAIRMENT LEARNING AND MEMORY","81.33","n","n","yes",NA
"6013","OXIDATIVE STRESS ","70.25","n","n","n",NA
"5802","NEUROINFLAMMATION","63.02","n","n","n",NA
"5800","N/A NEURODEGENERATION","59.93","n","n","yes",NA
"6536","DEATH/FAILURE COLONY","56.58","n","n","yes",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","54.22","n","n","n",NA
"5856","PEPTIDE OXIDATION","53.71","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","53","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","52.14","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","51.71","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","50.05","n","n","yes",NA
"6024","ACCUMULATION FATTY ACID","49.44","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","46.42","n","n","n",NA
"6301","INCREASED TRIGLYCERIDE FORMATION","44.09","n","n","n",NA
"6080","INCREASE DNA DAMAGE","41.4","n","n","n",NA
"5972","ACTIVATION LXR","41.28","yes","yes","n","1.73e+00"
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","41.24","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","40.15","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","38.02","n","n","n",NA
"6521","REDUCED FOOD STORAGE","37.54","n","n","n",NA
"6125","ACTIVATION PPARΑ","36.11","n","yes","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","35.79","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","35.11","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","33","n","yes","n",NA
"6007","IMPAIRED PROTEOSTASIS","30.75","yes","n","n","2.39e+00"
"7289","INCREASED OXIDATIVE STRESS","30.41","n","n","n",NA
"6126","ACTIVATION LXR ALPHA","27.52","yes","n","n","1.73e+00"
"6003","IMPAIRED HIVE THERMOREGULATION","25.25","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","25.06","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","25.03","yes","n","n","2.70e+00"
"6005","WEAKENED COLONY","21.02","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","20.85","n","n","yes",NA
"6480","ACTIVATION SHP","19.11","n","n","n",NA
"6475","ACTIVATION NRF2","17.58","n","yes","n",NA
"6476","ACTIVATION NR1H4","17.58","n","yes","n",NA
"6478","ACTIVATION FXR","17.58","n","n","n",NA
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","16.06","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","15.37","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","15.37","n","n","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","12.36","n","n","n",NA
"5982","ACTIVATION SREBF1","10.7","n","n","n",NA
"5657","DECREASED 3-HYDROXYACYL-COA DEHYDROGENASE TYPE-2 ACTIVITY","9.17","n","n","n",NA
"5658","DECREASED MITOCHONDRIAL FATTY ACID BETA-OXIDATION","9.17","n","n","n",NA
"5931","DECREASED HSD17B10 EXPRESSION","9.17","yes","n","n","1.64e+00"
"6148","ACTIVATION SREBP-1","9.04","n","n","n",NA
"5987","INHIBITION PPAR ALPHA","8.41","n","yes","n",NA
"6530","REDUCED BROOD CARE","8.34","n","n","n",NA
"8060","INCREASE IN RONS","8.23","n","n","n",NA
"5709","INCREASED FA INFLUX","7.65","n","n","n",NA
"6136","ACTIVATION HSD17B4","6.89","n","n","n",NA
"5766","INCREASE APOPTOSIS","6.87","n","n","n",NA
"5875","INCREASE MUTATIONS","6.15","n","n","n",NA
"5707","UP REGULATION CD36","6.12","n","n","n",NA
"5821","ACTIVATION CHREBP","6.12","n","n","n",NA
"5973","UP REGULATION ACETYL-COA CARBOXYLASE-1 ACC-1","6.12","n","n","n",NA
"5984","UP REGULATION FAS","6.12","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","5.66","n","n","n",NA
"5756","DECREASE OOGENESIS","5.25","n","n","n",NA
"5919","DECREASED PPAR-ALPHA ACTIVATION","5.1","n","yes","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","4.79","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","4.41","n","n","n",NA
"6162","DECREASE FECUNDITY","4.04","n","n","yes",NA
"5692","ACTIVATION AHR","3.7","n","yes","n",NA
"6497","DECREASE OVULATION","3.64","n","n","n",NA
"5697","UP REGULATION SCD-1","3.57","n","n","n",NA
"5906","INCREASED LIPOGENESIS","3.57","n","n","n",NA
"7668","INCREASE CYTOSOLIC FATTY ACID","3.57","n","n","n",NA
"5843","DECLINE POPULATION","3.31","n","n","yes",NA
"6486","INHIBITION LXR","3.06","n","n","n",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","2.94","n","n","yes",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","2.94","n","n","n",NA
"5910","ACTIVATION GLUCOCORTICOID RECEPTOR","2.8","n","yes","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","2.76","n","n","n",NA
"5806","RELEASE CYTOKINE","2.72","yes","n","n","2.66e+00"
"7794","INCREASE FOLLICULAR ATRESIA","2.63","n","n","n",NA
"7463","INCREASE MUTATIONS","2.42","n","n","n",NA
"6158","DECREASED PPAR-BETA ACTIVATION","2.29","n","yes","n",NA
"6160","DECREASED PPAR-GAMMA ACTIVATION","2.29","n","yes","n",NA
"5999","ALTERED CA2+-CALMODULIN ACTIVATED SIGNAL TRANSDUCTION","2.15","n","n","n",NA
"6525","ABNORMAL ROLE CHANGE WITHIN CASTE","2.09","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","1.86","n","n","yes",NA
"6038","INCREASE LUNG CANCER","1.8","n","n","yes",NA
"5904","ACTIVATION FAS","1.78","n","n","n",NA
"5978","ACTIVATION SCD-1","1.78","n","n","n",NA
"6335","ALTERATION FOOD-WEB STRUCTURES","1.65","n","n","yes",NA
"5826","ACCUMULATION COLLAGEN","1.51","n","n","n",NA
"6164","INCREASE MORTALITY","1.41","n","n","n",NA
"5841","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","1.21","n","n","n",NA
"5948","EMT","1.21","n","n","n",NA
"6071","ACTIVATION JNK","1.21","n","n","n",NA
"7596","ACTIVATION TGF-BETA PATHWAY","1.21","n","n","n",NA
"8592","TGFBETA EXPRESSION","1.21","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","1.14","n","n","n",NA
"5829","LUNG FIBROSIS","1.08","n","n","yes",NA
"5831","PULMONARY FIBROSIS","0.86","n","n","yes",NA
"6308","DECREASE FERTILITY","0.81","n","n","yes",NA
"7458","N/A BREAST CANCER","0.79","n","n","yes",NA
"5917","DECREASED MITOCHONDRIAL FATTY ACID BETA OXIDATION","0.77","n","n","n",NA
"5794","ACTIVATION STELLATE CELLS","0.73","n","n","n",NA
"6341","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF","0.73","n","n","n",NA
"6343","INCREASED PROLIFERATION/CLONAL EXPANSION OF MUTANT CELLS PRE-NEOPLASTIC LESIONS/ALTERED H","0.73","n","n","n",NA
"6347","INCREASED CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","0.73","n","n","n",NA
"6989","LUNG CANCER","0.73","n","n","yes",NA
"5871","INCREASE HERITABLE MUTATIONS IN OFFSPRING","0.66","n","n","yes",NA
"5877","INCREASE CANCER","0.66","n","n","yes",NA
"7442","INCREASED DUCTAL HYPERPLASIA ","0.66","n","n","n",NA
"7605","COLLAGEN DEPOSITION","0.66","n","n","n",NA
"6142","ACTIVATION NADPH OXIDASE","0.63","n","yes","n",NA
"7641","AP-1 ACTIVATION","0.61","n","n","n",NA
"7643","PIN-1 ACTIVATION","0.61","n","n","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","0.57","n","n","n",NA
"5711","DECREASED PCK1 EXPRESSION CONTROL POINT FOR GLYCOLYSIS/GLUCONEOGENESIS PATHWAY","0.51","n","n","n",NA
"5713","UP REGULATION LDLR LOW DENSITY LIPOPROTEIN RECEPTOR","0.51","n","n","n",NA
"6462","INCREASED LDL UPTAKE","0.51","n","n","n",NA
"6962","DECREASED PPARALPHA TRANSACTIVATION OF GENE EXPRESSION","0.51","n","n","n",NA
"7111","BINDING OF ANTAGONIST PPAR ALPHA","0.51","n","yes","n",NA
"7112","STABILIZATION PPAR ALPHA CO-REPRESSOR","0.51","n","n","n",NA
"7009","PARKINSONIAN MOTOR DEFICITS","0.41","n","n","yes",NA
"6091","INCREASE CYTOTOXICITY","0.39","n","n","n",NA
"5946","EXPRESSION OF COLLAGEN","0.33","n","n","n",NA
"6817","INCREASE TISSUE DEGENERATION NECROSIS & ATROPHY ","0.33","n","n","n",NA
"6982","INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA","0.33","n","n","n",NA
"5768","INHIBITION BILE SALT EXPORT PUMP ABCB11","0.32","n","yes","n",NA
"5769","BILE ACCUMULATION PATHOLOGICAL CONDITION","0.32","n","n","n",NA
"6089","INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR","0.28","n","n","yes",NA
"6964","DECREASED PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","0.26","n","n","n",NA
"8408","FRUSTRATED PHAGOYTOSIS","0.26","n","yes","n",NA
