"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","96.66","n","n","n",NA
"6080","INCREASE DNA DAMAGE","76.61","n","n","n",NA
"5856","PEPTIDE OXIDATION","71.94","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","68.67","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","66.26","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","60.32","yes","n","n","1.09e-02"
"5806","RELEASE CYTOKINE","56.02","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","53.9","yes","n","n","1.09e-02"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","53.32","n","n","n",NA
"6013","OXIDATIVE STRESS ","52.9","n","n","n",NA
"8060","INCREASE IN RONS","51.52","n","n","n",NA
"6125","ACTIVATION PPARΑ","43.45","n","yes","n",NA
"7446","ALTERED GENE EXPRESSION","40.72","yes","n","n","1.13e-01"
"7537","ALTERED PROTEIN PRODUCTION","40.36","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","38.25","n","n","n",NA
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","33.84","yes","n","n","1.13e-01"
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","31.56","n","n","n",NA
"5875","INCREASE MUTATIONS","31.35","yes","n","n","1.15e-01"
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","28.88","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","26.68","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","26.42","n","n","n",NA
"5802","NEUROINFLAMMATION","25.82","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","25.16","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","24.67","n","n","n",NA
"5948","EMT","23.67","n","n","n",NA
"7605","COLLAGEN DEPOSITION","20.46","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","20.08","yes","n","yes","1.15e-01"
"6480","ACTIVATION SHP","19.03","n","n","n",NA
"6476","ACTIVATION NR1H4","19.03","n","yes","n",NA
"6478","ACTIVATION FXR","19.03","n","n","n",NA
"5677","INCREASED MORTALITY","16.79","yes","n","yes","1.05e-01"
"7294","OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS","16.77","n","n","n",NA
"7303","INCREASED BLOOD POTASSIUM CONCENTRATION","16.77","n","n","n",NA
"6475","ACTIVATION NRF2","16.48","yes","yes","n","1.09e-02"
"6142","ACTIVATION NADPH OXIDASE","16.23","n","yes","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","16.01","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","15.96","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","15.12","n","n","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","14.44","n","n","n",NA
"7463","INCREASE MUTATIONS","14.41","yes","n","n","1.15e-01"
