"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","98.34","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","92.01","yes","n","n","1.01e+01"
"6454","INCREASED REACTIVE OXYGEN SPECIES","91.5","yes","n","n","1.01e+01"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","91.05","n","n","n",NA
"5806","RELEASE CYTOKINE","90.7","n","n","n",NA
"5856","PEPTIDE OXIDATION","68.58","n","n","n",NA
"6080","INCREASE DNA DAMAGE","65.39","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","58.64","n","n","n",NA
"5802","NEUROINFLAMMATION","55.68","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","54.08","yes","n","n","1.14e+01"
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","36.92","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","33.04","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","32.76","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","30.83","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","28.97","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","28.97","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","28.59","yes","n","n","2.11e+01"
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","27.69","yes","n","n","1.36e+01"
"5875","INCREASE MUTATIONS","24.07","n","n","n",NA
"5782","BDNF REDUCED","23.22","n","n","n",NA
"6125","ACTIVATION PPARΑ","22.8","n","yes","n",NA
"5948","EMT","22.6","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","22.37","n","n","n",NA
"5766","INCREASE APOPTOSIS","22.11","n","n","n",NA
"5829","LUNG FIBROSIS","21.28","n","n","yes",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","20.16","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","19.49","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","19.48","n","n","n",NA
"7605","COLLAGEN DEPOSITION","18.44","n","n","n",NA
"5756","DECREASE OOGENESIS","16.91","n","n","n",NA
"5831","PULMONARY FIBROSIS","15.93","n","n","yes",NA
"6036","INCREASE CELL PROLIFERATION","15.61","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","15.17","n","n","n",NA
"6234","T4 IN SERUM DECREASED","13.55","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","13.55","n","n","n",NA
"6162","DECREASE FECUNDITY","13.01","n","n","yes",NA
"5946","EXPRESSION OF COLLAGEN","12.66","yes","n","n","2.11e+01"
"6415","THYROIDAL IODIDE DECREASED","12.23","n","n","n",NA
"6497","DECREASE OVULATION","11.71","n","n","n",NA
"5843","DECLINE POPULATION","10.41","n","n","yes",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","10.41","n","n","yes",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","10.41","n","n","n",NA
"7387","INHIBITION IODOTYROSINE DEIODINASE IYD","10.2","yes","yes","n","1.01e+01"
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","9.63","n","n","n",NA
"6142","ACTIVATION NADPH OXIDASE","9.15","n","yes","n",NA
"6476","ACTIVATION NR1H4","9.12","n","yes","n",NA
"6478","ACTIVATION FXR","9.12","n","n","n",NA
"6480","ACTIVATION SHP","9.12","n","n","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","9.12","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","9.12","n","yes","n",NA
"6148","ACTIVATION SREBP-1","9.1","n","n","n",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","8.91","n","yes","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","8.91","n","n","yes",NA
"5800","N/A NEURODEGENERATION","8.84","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","8.7","yes","n","n","2.57e+01"
"7794","INCREASE FOLLICULAR ATRESIA","8.46","n","n","n",NA
"7185","DIFFERENTIATION OF FIBROBLASTS","8.16","n","n","n",NA
"7463","INCREASE MUTATIONS","7.8","n","n","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","7.58","n","n","n",NA
"6998","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","7.3","n","n","n",NA
"7004","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","7.3","n","yes","n",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","7.3","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","7.3","n","yes","n",NA
"5794","ACTIVATION STELLATE CELLS","7.23","n","n","n",NA
"7395","INHIBITION DUAL OXIDASE","6.97","yes","yes","n","1.01e+01"
"6038","INCREASE LUNG CANCER","6.5","n","n","yes",NA
"6910","INHIBITION PHOSPHOLIPASE A","6.48","n","yes","n",NA
