"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","97.07","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","90.47","yes","n","n","1.07e+00"
"5856","PEPTIDE OXIDATION","73.87","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","73.43","yes","n","n","1.07e+00"
"6080","INCREASE DNA DAMAGE","71.78","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","70.97","n","n","n",NA
"8060","INCREASE IN RONS","64.77","n","n","n",NA
"6125","ACTIVATION PPARΑ","53.05","n","yes","n",NA
"5802","NEUROINFLAMMATION","48.78","n","n","n",NA
"7446","ALTERED GENE EXPRESSION","48.71","yes","n","n","1.73e+00"
"7537","ALTERED PROTEIN PRODUCTION","47.9","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","47.06","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","42.78","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","42.05","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","39.62","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","36.5","n","n","n",NA
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","35.81","yes","n","n","4.27e-01"
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","35.37","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","34.55","n","n","n",NA
"5948","EMT","25.94","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","24.38","n","n","n",NA
"6475","ACTIVATION NRF2","23.58","n","yes","n",NA
"6476","ACTIVATION NR1H4","23.58","n","yes","n",NA
"6478","ACTIVATION FXR","23.58","n","n","n",NA
"6480","ACTIVATION SHP","23.58","n","n","n",NA
"7605","COLLAGEN DEPOSITION","21.21","n","n","n",NA
"5829","LUNG FIBROSIS","20.91","n","n","yes",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","19.79","n","n","yes",NA
"6142","ACTIVATION NADPH OXIDASE","19.65","n","yes","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","17.68","n","n","n",NA
"5800","N/A NEURODEGENERATION","17.24","n","n","yes",NA
"6013","OXIDATIVE STRESS ","17.22","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","15.19","n","n","n",NA
"5756","DECREASE OOGENESIS","14.82","n","n","n",NA
"6497","DECREASE OVULATION","14.82","yes","n","n","1.96e+00"
"5766","INCREASE APOPTOSIS","14.71","n","n","n",NA
"5946","EXPRESSION OF COLLAGEN","14.13","n","n","n",NA
"5831","PULMONARY FIBROSIS","13.86","n","n","yes",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","12.58","yes","n","n","4.03e-01"
"5806","RELEASE CYTOKINE","12.34","n","n","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","11.79","n","n","n",NA
"6148","ACTIVATION SREBP-1","11.79","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","11.79","n","yes","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","11.22","n","n","n",NA
"7185","DIFFERENTIATION OF FIBROBLASTS","10.53","n","n","n",NA
"6314","DECREASED LOCOMOTION","10.45","yes","n","n","4.14e-01"
"6572","INCREASED PREDATION","10.45","n","n","yes",NA
"5843","DECLINE POPULATION","9.83","n","n","yes",NA
"7294","OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS","9.73","n","n","n",NA
"5677","INCREASED MORTALITY","9.73","n","n","yes",NA
"7303","INCREASED BLOOD POTASSIUM CONCENTRATION","9.73","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","9.46","yes","n","n","1.02e+00"
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","8.67","n","n","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","8.65","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","8.62","n","n","n",NA
"5875","INCREASE MUTATIONS","8.28","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","7.79","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","7.52","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","7.47","yes","n","yes","1.16e+00"
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","7.37","n","yes","n",NA
"7794","INCREASE FOLLICULAR ATRESIA","7.35","n","n","n",NA
"6376","OVERACTIVATION NMDARS","6.93","n","n","n",NA
"6378","INCREASED INTRACELLULAR CALCIUM OVERLOAD","6.93","n","n","n",NA
"6162","DECREASE FECUNDITY","6.59","n","n","yes",NA
"5685","DECREASE POPULATION TRAJECTORY","6.56","n","n","yes",NA
"6998","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","6.04","n","n","n",NA
"7004","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","6.04","n","yes","n",NA
"6536","DEATH/FAILURE COLONY","6","n","n","yes",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","5.35","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","5.35","n","yes","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","5.34","n","n","yes",NA
"5798","SYNAPTOGENESIS DECREASED ","5.33","n","n","n",NA
"7458","N/A BREAST CANCER","5.23","yes","n","yes","1.73e+00"
"5804","NEURONAL NETWORK FUNCTION DECREASED","4.99","n","n","n",NA
"5841","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","4.94","n","n","n",NA
"6335","ALTERATION FOOD-WEB STRUCTURES","4.91","n","n","yes",NA
"7306","OCCURRENCE CARDIAC ARRTHYMIA","4.86","n","n","n",NA
"7308","OCCURRENCE CARDIAC ARRHYTHMIA","4.86","n","n","n",NA
"7442","INCREASED DUCTAL HYPERPLASIA ","4.8","n","n","n",NA
"5818","REDUCTION IONOTROPIC GABA RECEPTOR CHLORIDE CHANNEL CONDUCTANCE","4.62","n","n","n",NA
"5819","REDUCTION NEURONAL SYNAPTIC INHIBITION","4.62","n","n","n",NA
"6380","OCCURRENCE EPILEPTIC SEIZURE","4.62","n","n","n",NA
"6597","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT","4.62","n","n","n",NA
"6674","BINDING AT PICROTOXIN SITE IGABAR CHLORIDE CHANNEL","4.62","n","yes","n",NA
"6676","GENERATION AMPLIFIED EXCITATORY POSTSYNAPTIC POTENTIAL EPSP","4.62","n","n","n",NA
"5860","INCREASE INFLAMMATION","4.5","yes","n","n","1.07e+00"
"6521","REDUCED FOOD STORAGE","4","n","n","n",NA
"5690","UP REGULATION CYP1A1","3.93","n","n","n",NA
"5692","ACTIVATION AHR","3.93","n","yes","n",NA
"6575","REDUCED SURVIVAL","3.48","n","n","yes",NA
"6578","DECREASED SURVIVAL","3.48","n","n","yes",NA
"6308","DECREASE FERTILITY","3.29","n","n","yes",NA
"7463","INCREASE MUTATIONS","3.25","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","2.71","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","2.67","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","2.67","n","n","yes",NA
"5942","FIBROPROLIFERATIVE AIRWAY LESIONS","2.6","n","n","n",NA
"8252","BRONCHIOLITIS OBLITERANS","2.6","n","n","yes",NA
"6986","INCREASE MUTATIONS IN CRITICAL GENES","2.49","n","n","n",NA
"6594","INCREASED GLUTAMATE","2.31","n","n","n",NA
"6992","BINDING OF AGONIST IONOTROPIC GLUTAMATE RECEPTORS","2.31","n","yes","n",NA
"7444","DECREASED APOPTOSIS EPITHELIAL CELLS","2.31","n","n","n",NA
"6513","ACTIVATION NICOTINIC ACETYLCHOLINE RECEPTOR","2.25","n","yes","n",NA
"7188","INCREASED CELL PROLIFERATION MESOTHELIUM","2.11","n","n","n",NA
"7296","INCREASED MESOTHELIOMAS","2.11","n","n","yes",NA
"6171","ALKYLATION PROTEIN","2.03","n","yes","n",NA
"7787","INCREASE ROS","2.02","n","n","n",NA
"6005","WEAKENED COLONY","2","n","n","n",NA
"5687","ALTERED REGULATION AHR NUCLEAR TRANSLOCATOR ARNT-DEPENDENT PATHWAYS","1.96","n","n","n",NA
"5679","DECREASED POPULATION TRAJECTORY","1.62","n","n","yes",NA
"6321","DECREASED POPULATION 1","1.62","n","n","yes",NA
"5827","N/A LIVER FIBROSIS","1.36","yes","n","yes","2.74e-01"
"6530","REDUCED BROOD CARE","1.33","n","n","n",NA
"5935","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB","1.17","yes","n","n","1.85e+00"
"6062","ACTIVATION CASPASE 8 PATHWAY","1.17","n","n","n",NA
"5794","ACTIVATION STELLATE CELLS","1.17","n","n","n",NA
"7326","UNKNOWN MIE","0.81","n","yes","n",NA
"8071","INCREASED PROINFLAMMATORY MEDIATORS","0.81","n","n","n",NA
