"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","92.26","n","n","n",NA
"6080","INCREASE DNA DAMAGE","83.96","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","83.38","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","72.37","n","n","n",NA
"5875","INCREASE MUTATIONS","66.23","yes","n","n","1.00e+00"
"6036","INCREASE CELL PROLIFERATION","62.32","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","61.61","n","n","n",NA
"5856","PEPTIDE OXIDATION","60.91","n","n","n",NA
"6022","INCREASED LIVER STEATOSIS","59.59","yes","n","n","1.01e+00"
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","53.01","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","48.88","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","44.65","yes","n","n","1.00e+00"
"5802","NEUROINFLAMMATION","44.11","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","43.3","yes","n","n","1.00e+00"
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","42.82","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","40.09","yes","n","n","1.00e+00"
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","37.02","n","n","n",NA
"6125","ACTIVATION PPARΑ","35.43","n","yes","n",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","34.64","yes","n","yes","1.01e+00"
"6013","OXIDATIVE STRESS ","33.5","n","n","n",NA
"6024","ACCUMULATION FATTY ACID","31.65","n","n","n",NA
"8060","INCREASE IN RONS","31.13","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","26.81","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","26.64","n","n","yes",NA
"7463","INCREASE MUTATIONS","26.48","yes","n","n","1.00e+00"
"6301","INCREASED TRIGLYCERIDE FORMATION","25.93","n","n","n",NA
"5824","INCREASED DE NOVO FA SYNTHESIS","24.24","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","23.77","yes","n","yes","1.00e+00"
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","22.81","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","22.69","n","yes","n",NA
"8176","MITOCHONDRIAL INJURY","21.96","n","n","n",NA
"5800","N/A NEURODEGENERATION","20.15","n","n","yes",NA
"6480","ACTIVATION SHP","19.79","n","n","n",NA
"6536","DEATH/FAILURE COLONY","18.44","n","n","yes",NA
"5972","ACTIVATION LXR","18.18","n","yes","n",NA
"6475","ACTIVATION NRF2","17.77","n","yes","n",NA
"6476","ACTIVATION NR1H4","17.77","n","yes","n",NA
"6478","ACTIVATION FXR","17.77","n","n","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","17.76","n","n","n",NA
"5705","INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION","17.17","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","17.08","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","16.75","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","16.39","n","n","yes",NA
"5798","SYNAPTOGENESIS DECREASED ","13.84","n","n","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","13.6","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","13.32","n","n","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","12.65","n","n","n",NA
"5806","RELEASE CYTOKINE","12.53","n","n","n",NA
"6521","REDUCED FOOD STORAGE","12.29","n","n","n",NA
"6126","ACTIVATION LXR ALPHA","12.12","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","9.48","n","n","n",NA
"6148","ACTIVATION SREBP-1","9.22","n","n","n",NA
"6136","ACTIVATION HSD17B4","9.09","n","n","n",NA
"6341","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF","8.66","n","n","n",NA
"6343","INCREASED PROLIFERATION/CLONAL EXPANSION OF MUTANT CELLS PRE-NEOPLASTIC LESIONS/ALTERED H","8.66","n","n","n",NA
"6347","INCREASED CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","8.66","n","n","n",NA
"6986","INCREASE MUTATIONS IN CRITICAL GENES","8.66","yes","n","n","1.00e+00"
"6003","IMPAIRED HIVE THERMOREGULATION","8.2","n","n","n",NA
"5782","BDNF REDUCED","8.01","n","n","n",NA
"5987","INHIBITION PPAR ALPHA","7.07","n","yes","n",NA
"6005","WEAKENED COLONY","6.83","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","6.83","n","n","yes",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","6.66","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","6.51","n","n","n",NA
"5709","INCREASED FA INFLUX","6.06","n","n","n",NA
"5982","ACTIVATION SREBF1","6.06","n","n","n",NA
"5692","ACTIVATION AHR","5.77","n","yes","n",NA
"6142","ACTIVATION NADPH OXIDASE","5.27","n","yes","n",NA
