"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","90.52","n","n","n",NA
"5856","PEPTIDE OXIDATION","83.7","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","66.73","yes","n","yes","1.01e+02"
"6125","ACTIVATION PPARΑ","62.96","n","yes","n",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","61.96","n","n","n",NA
"5802","NEUROINFLAMMATION","57.03","n","n","n",NA
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","56.36","yes","n","n","1.01e+02"
"5800","N/A NEURODEGENERATION","47.1","n","n","yes",NA
"6536","DEATH/FAILURE COLONY","42.91","n","n","yes",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","41.66","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","38.35","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","38.13","n","n","yes",NA
"6013","OXIDATIVE STRESS ","37.64","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","35.4","n","n","n",NA
"6080","INCREASE DNA DAMAGE","34.7","n","n","n",NA
"6475","ACTIVATION NRF2","33.88","yes","yes","n","1.01e+02"
"6478","ACTIVATION FXR","33.88","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","33.66","yes","n","n","1.09e+02"
"5864","RECRUITMENT OF INFLAMMATORY CELLS","33.47","n","n","n",NA
"5806","RELEASE CYTOKINE","33.28","yes","n","n","1.09e+02"
"5798","SYNAPTOGENESIS DECREASED ","32.85","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","30.61","yes","n","n","1.01e+02"
"6480","ACTIVATION SHP","29.47","n","n","n",NA
"6521","REDUCED FOOD STORAGE","28.6","n","n","n",NA
"6476","ACTIVATION NR1H4","25.05","n","yes","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","23.82","n","n","n",NA
"6142","ACTIVATION NADPH OXIDASE","22.17","n","yes","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","20.83","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","20.36","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","20.12","n","n","n",NA
"8060","INCREASE IN RONS","19.61","n","n","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","19.08","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","19.07","n","n","yes",NA
"5766","INCREASE APOPTOSIS","18.05","n","n","n",NA
"5756","DECREASE OOGENESIS","17.41","n","n","n",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","17.39","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","17.06","yes","yes","n","1.03e+02"
"6144","DEMETHYLATION PPARG PROMOTER","16.97","n","n","n",NA
"6148","ACTIVATION SREBP-1","16.95","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","16.16","n","n","n",NA
"6005","WEAKENED COLONY","14.31","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","13.24","yes","n","n","1.01e+02"
"6497","DECREASE OVULATION","12.42","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","12.1","n","n","n",NA
"7289","INCREASED OXIDATIVE STRESS","11.26","n","n","n",NA
"6162","DECREASE FECUNDITY","9.98","n","n","yes",NA
"6530","REDUCED BROOD CARE","9.53","n","n","n",NA
"7794","INCREASE FOLLICULAR ATRESIA","8.7","n","n","n",NA
"5782","BDNF REDUCED","8.58","n","n","n",NA
"5843","DECLINE POPULATION","8.48","n","n","yes",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","7.75","n","n","n",NA
"5692","ACTIVATION AHR","6.83","yes","yes","n","1.01e+02"
"5690","UP REGULATION CYP1A1","6.81","yes","n","n","1.01e+02"
"6229","TH SYNTHESIS DECREASED","6.76","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","5.49","n","n","yes",NA
"5875","INCREASE MUTATIONS","5.32","yes","n","n","1.22e+01"
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","5.3","n","n","n",NA
"5841","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","5.21","yes","n","n","6.78e+01"
"6036","INCREASE CELL PROLIFERATION","4.77","n","n","n",NA
"6234","T4 IN SERUM DECREASED","4.68","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","4.68","n","n","n",NA
"5826","ACCUMULATION COLLAGEN","4.63","n","n","n",NA
"5768","INHIBITION BILE SALT EXPORT PUMP ABCB11","4.5","yes","yes","n","1.01e+02"
"5769","BILE ACCUMULATION PATHOLOGICAL CONDITION","4.5","yes","n","n","1.01e+02"
"6335","ALTERATION FOOD-WEB STRUCTURES","4.24","n","n","yes",NA
"6413","INHIBITION NA+/I- SYMPORTER NIS","4.16","n","yes","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","3.92","n","n","n",NA
"6106","PRODUCTION REACTIVE OXYGEN SPECIES","3.4","n","n","n",NA
"5687","ALTERED REGULATION AHR NUCLEAR TRANSLOCATOR ARNT-DEPENDENT PATHWAYS","3.4","n","n","n",NA
"5794","ACTIVATION STELLATE CELLS","3.27","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","3.2","yes","n","n","1.22e+01"
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","3.2","n","yes","n",NA
"7463","INCREASE MUTATIONS","3.03","yes","n","n","1.22e+01"
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","2.53","yes","n","yes","2.21e+01"
"6308","DECREASE FERTILITY","2.51","n","n","yes",NA
"6415","THYROIDAL IODIDE DECREASED","2.47","n","n","n",NA
"6241","THYROPEROXIDASE INHIBITION","2.47","n","yes","n",NA
"5829","LUNG FIBROSIS","2.18","n","n","yes",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","2.11","n","n","yes",NA
"6513","ACTIVATION NICOTINIC ACETYLCHOLINE RECEPTOR","2.09","yes","yes","n","1.01e+02"
"6237","GABAERGIC INTERNEURONS DECREASED","1.95","n","n","n",NA
"5831","PULMONARY FIBROSIS","1.87","n","n","yes",NA
"5948","EMT","1.73","n","n","n",NA
"6071","ACTIVATION JNK","1.72","yes","n","n","6.80e+01"
"7596","ACTIVATION TGF-BETA PATHWAY","1.72","yes","n","n","6.80e+01"
"8592","TGFBETA EXPRESSION","1.72","n","n","n",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","1.72","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","1.72","n","yes","n",NA
"7393","INHIBITION PENDRIN","1.69","n","yes","n",NA
"6171","ALKYLATION PROTEIN","1.57","n","yes","n",NA
"7458","N/A BREAST CANCER","1.51","yes","n","yes","4.68e+01"
"7787","INCREASE ROS","1.49","n","n","n",NA
"7446","ALTERED GENE EXPRESSION","1.46","yes","n","n","1.03e+02"
"6362","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE","1.43","n","n","n",NA
"6365","DOWN REGULATION K-CL CO-TRANSPORTER 2 KCC2 ","1.43","n","n","n",NA
"6426","DELAY DEVELOPMENTAL GABA SHIFT ","1.43","n","n","n",NA
"5827","N/A LIVER FIBROSIS","1.22","yes","n","yes","5.89e+01"
"5935","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB","1.1","yes","n","n","1.06e+02"
"6062","ACTIVATION CASPASE 8 PATHWAY","1.1","n","n","n",NA
"6341","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF","1.09","yes","n","n","2.98e+01"
"6986","INCREASE MUTATIONS IN CRITICAL GENES","1.09","yes","n","n","2.21e+01"
"7537","ALTERED PROTEIN PRODUCTION","1.09","yes","n","n","1.03e+02"
"7442","INCREASED DUCTAL HYPERPLASIA ","1.01","n","n","n",NA
"7432","ACTIVATION ESTROGEN RECEPTOR","0.96","n","yes","n",NA
"7605","COLLAGEN DEPOSITION","0.95","n","n","n",NA
"6055","INHIBITION NMDARS","0.91","n","n","n",NA
"6059","BINDING OF ANTAGONIST NMDA RECEPTORS","0.91","n","yes","n",NA
"7641","AP-1 ACTIVATION","0.86","n","n","n",NA
"7643","PIN-1 ACTIVATION","0.86","n","n","n",NA
"5926","UP REGULATION TGFBETA1 EXPRESSION","0.81","yes","n","n","7.18e+01"
"5779","DECREASED CALCIUM INFLUX","0.78","n","n","n",NA
"8408","FRUSTRATED PHAGOYTOSIS","0.77","n","yes","n",NA
"8455","INHIBITION OF IL-1 BINDING TO IL-1 RECEPTOR","0.73","n","yes","n",NA
"7433","INCREASED NON-GENOMIC SIGNALING","0.66","n","n","n",NA
"7792","REDUCE SPERM COUNT","0.62","n","n","yes",NA
"7439","INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY","0.48","n","n","n",NA
"5946","EXPRESSION OF COLLAGEN","0.47","n","n","n",NA
"7009","PARKINSONIAN MOTOR DEFICITS","0.43","n","n","yes",NA
