"nodes","name","%ppp","matched","mie","ao","pod"
"5787","CELL INJURY/DEATH","94.09","n","n","n",NA
"6080","INCREASE DNA DAMAGE","80.22","n","n","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","70.94","n","n","n",NA
"5856","PEPTIDE OXIDATION","55.15","n","n","n",NA
"5875","INCREASE MUTATIONS","51.9","yes","n","n","1.10e+00"
"6454","INCREASED REACTIVE OXYGEN SPECIES","51.33","yes","n","n","1.10e+00"
"7289","INCREASED OXIDATIVE STRESS","50.86","n","n","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","50.12","n","n","n",NA
"5806","RELEASE CYTOKINE","48.9","n","n","n",NA
"8060","INCREASE IN RONS","48.23","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","47.54","n","n","n",NA
"5802","NEUROINFLAMMATION","43.1","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","42.85","n","n","n",NA
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","41.2","n","n","n",NA
"5782","BDNF REDUCED","36.44","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","34.46","n","n","n",NA
"7446","ALTERED GENE EXPRESSION","33.04","yes","n","n","1.10e-01"
"7537","ALTERED PROTEIN PRODUCTION","32.98","n","n","n",NA
"6013","OXIDATIVE STRESS ","32.72","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","32.54","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","31.33","yes","n","n","1.10e+00"
"6202","INCREASED SECRETION OF LOCAL GROWTH FACTORS","29.81","yes","n","n","2.22e+00"
"6229","TH SYNTHESIS DECREASED","29.77","n","n","n",NA
"6125","ACTIVATION PPARΑ","25.38","n","yes","n",NA
"5826","ACCUMULATION COLLAGEN","25.2","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","24.95","n","n","n",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","23.89","n","n","yes",NA
"7463","INCREASE MUTATIONS","23.16","yes","n","n","1.12e-01"
"6234","T4 IN SERUM DECREASED","20.59","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","20.59","n","n","n",NA
"5948","EMT","20.56","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","20.37","yes","n","yes","1.10e+00"
"7605","COLLAGEN DEPOSITION","17.7","n","n","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","16.76","n","n","n",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","16.74","n","n","n",NA
"6415","THYROIDAL IODIDE DECREASED","15.04","n","n","n",NA
"5827","N/A LIVER FIBROSIS","13.82","yes","n","yes","2.22e+00"
"8176","MITOCHONDRIAL INJURY","12.71","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","12.42","yes","n","n","1.10e+00"
"5946","EXPRESSION OF COLLAGEN","11.6","n","n","n",NA
