"nodes","name","%ppp","matched","mie","ao","pod"
"5780","IMPAIRMENT LEARNING AND MEMORY","50.95","yes","n","yes","1.00e+00"
"5877","INCREASE CANCER","5.8","yes","n","yes","1.02e+00"
"7458","N/A BREAST CANCER","1.68","yes","n","yes","1.02e+00"
"6089","INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR","0.63","yes","n","yes","1.06e+00"
"6113","IRREGULARITIES OVARIAN CYCLE","0.1","yes","n","yes","1.25e+00"
"6317","IMPAIRED FERTILITY","0.04","yes","n","yes","1.16e+00"
"6168","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY","0.01","yes","n","yes","8.69e-01"
"6222","SENSITISATION SKIN","0.01","yes","n","yes","1.43e+00"
"6224","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE","0.01","yes","n","yes","1.43e+00"
"7578","REPRODUCTIVE FAILURE","0","yes","n","yes","7.22e-01"
"5969","FORMATION HEPATOCELLULAR AND BILE DUCT TUMORS","0","yes","n","yes","9.49e-01"
"7751","INCREASE HYPERTENSION","0","yes","n","yes","1.90e+00"
