"nodes","name","%ppp","matched","mie","ao","pod"
"5998","N/A MITOCHONDRIAL DYSFUNCTION 1","96.38","yes","n","n","1.01e-02"
"5787","CELL INJURY/DEATH","90.53","n","n","n",NA
"6007","IMPAIRED PROTEOSTASIS","81.45","yes","n","n","1.01e-02"
"5802","NEUROINFLAMMATION","67.27","n","n","n",NA
"5856","PEPTIDE OXIDATION","65.08","n","n","n",NA
"5780","IMPAIRMENT LEARNING AND MEMORY","60.79","n","n","yes",NA
"5800","N/A NEURODEGENERATION","53.72","n","n","yes",NA
"6017","INCREASED REACTIVE OXYGEN SPECIES IN THE MITOCHONDRIA","47.66","n","n","n",NA
"6009","DEGENERATION OF DOPAMINERGIC NEURONS OF THE NIGROSTRIATAL PATHWAY","45.86","n","n","n",NA
"8176","MITOCHONDRIAL INJURY","45.59","n","n","n",NA
"6332","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN","41.28","yes","n","n","1.18e-02"
"6125","ACTIVATION PPARΑ","41.14","n","yes","n",NA
"5810","INCREASED PRO-INFLAMMATORY MEDIATORS","35.89","n","n","n",NA
"6536","DEATH/FAILURE COLONY","31.32","n","n","yes",NA
"6310","ABNORMAL ROLL CHANGE WITHIN CASTE","30.16","n","n","n",NA
"6080","INCREASE DNA DAMAGE","29.58","n","n","n",NA
"6312","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR","29","n","n","n",NA
"6519","DECREASE NUMBER OF WORKER BEES","27.84","n","n","yes",NA
"6140","INCREASE GENES INVOLVED IN FATTY ACID OXIDATION","27.41","n","n","n",NA
"8060","INCREASE IN RONS","22.5","n","n","n",NA
"7001","DECREASE IN MITOCHONDRIAL OXIDATIVE PHOSPHORYLATION","22.23","n","n","n",NA
"6998","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","21.79","n","n","n",NA
"7004","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I","21.79","yes","yes","n","1.01e-02"
"5875","INCREASE MUTATIONS","21.05","n","n","n",NA
"6521","REDUCED FOOD STORAGE","20.88","n","n","n",NA
"5808","TISSUE RESIDENT CELL ACTIVATION","20.18","n","n","n",NA
"6036","INCREASE CELL PROLIFERATION","19.45","n","n","n",NA
"6480","ACTIVATION SHP","18.29","n","n","n",NA
"6475","ACTIVATION NRF2","18.29","n","yes","n",NA
"6476","ACTIVATION NR1H4","18.29","n","yes","n",NA
"6478","ACTIVATION FXR","18.29","n","n","n",NA
"6349","INCREASED INDUCED MUTATIONS IN CRITICAL GENES","18.18","n","n","n",NA
"5792","INCREASED ACTIVATION AND RECRUITMENT OF HEPATIC MACROPHAGES KUPFFER CELLS","18","n","n","n",NA
"6345","TUMORIGENESIS HEPATOCELLULAR CARCINOMA","17.82","yes","n","yes","1.77e-01"
"6033","INCREASE CELL PROLIFERATION EPITHELIAL CELLS","17.45","n","n","n",NA
"5798","SYNAPTOGENESIS DECREASED ","16.56","n","n","n",NA
"8065","LEUKOCYTE RECRUITMENT/ACTIVATION","16.28","n","n","n",NA
"6314","DECREASED LOCOMOTION","15.54","yes","n","n","1.02e-02"
"6572","INCREASED PREDATION","15.54","n","n","yes",NA
"6142","ACTIVATION NADPH OXIDASE","15.23","n","yes","n",NA
"6003","IMPAIRED HIVE THERMOREGULATION","13.92","n","n","n",NA
"7419","INCREASE PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS","13.71","n","n","n",NA
"5804","NEURONAL NETWORK FUNCTION DECREASED","13.52","n","n","n",NA
"6005","WEAKENED COLONY","11.6","n","n","n",NA
"6528","IMPAIRED LARVAL DEVELOPMENT","11.6","n","n","yes",NA
"6013","OXIDATIVE STRESS ","10.72","n","n","n",NA
"6445","SUPPRESSION CONSTITUTIVE ANDROSTANE RECEPTOR NR1L3","9.15","n","yes","n",NA
"6144","DEMETHYLATION PPARG PROMOTER","9.15","n","n","n",NA
"6148","ACTIVATION SREBP-1","9.14","n","n","n",NA
"5766","INCREASE APOPTOSIS","8.24","n","n","n",NA
"7463","INCREASE MUTATIONS","7.85","n","n","n",NA
"5756","DECREASE OOGENESIS","7.58","n","n","n",NA
"5782","BDNF REDUCED","6.98","n","n","n",NA
"6497","DECREASE OVULATION","6.91","n","n","n",NA
"6229","TH SYNTHESIS DECREASED","5.65","n","n","n",NA
"8164","MITOCHONDRIAL COMPLEX III INHIBITION","5.48","n","yes","n",NA
"7855","GLUTAMATE DYSHOMEOSTASIS","5.45","n","n","n",NA
"6499","REDUCED REPRODUCTIVE SUCCESS","5.32","yes","n","yes","1.01e-02"
"6578","DECREASED SURVIVAL","5.22","n","n","yes",NA
"6341","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF","5.21","yes","n","n","1.77e-01"
"6575","REDUCED SURVIVAL","5.18","n","n","yes",NA
"7458","N/A BREAST CANCER","4.8","yes","n","yes","3.13e-03"
"6530","REDUCED BROOD CARE","4.64","n","n","n",NA
"6454","INCREASED REACTIVE OXYGEN SPECIES","4.23","yes","n","n","1.02e-02"
"6234","T4 IN SERUM DECREASED","4.21","n","n","n",NA
"6343","INCREASED PROLIFERATION/CLONAL EXPANSION OF MUTANT CELLS PRE-NEOPLASTIC LESIONS/ALTERED H","4.2","n","n","n",NA
"6347","INCREASED CLONAL EXPANSION / CELL PROLIFERATIN TO FORM PRE-NEOPLASTIC ALTERED HEPATIC FOCI","4.2","n","n","n",NA
"7442","INCREASED DUCTAL HYPERPLASIA ","4.09","n","n","n",NA
"6249","T4 IN NEURONAL TISSUE DECREASED","4.08","n","n","n",NA
"7794","INCREASE FOLLICULAR ATRESIA","3.79","n","n","n",NA
"8169","MITOCHONDRIAL COMPLEX IV INHIBITION","3.78","n","yes","n",NA
"8172","MITOCHONDRIAL COMPLEX V INHIBITION","3.78","n","yes","n",NA
"6415","THYROIDAL IODIDE DECREASED","3.69","n","n","n",NA
"5685","DECREASE POPULATION TRAJECTORY","3.56","n","n","yes",NA
"6910","INHIBITION PHOSPHOLIPASE A","3.3","n","yes","n",NA
"6913","DISTURBANCE LYSOSOMAL FUNCTION","3.3","n","n","n",NA
"6929","DISRUPTION LYSOSOME","3.3","n","n","n",NA
"7387","INHIBITION IODOTYROSINE DEIODINASE IYD","3.15","yes","yes","n","1.02e-02"
"5826","ACCUMULATION COLLAGEN","2.81","n","n","n",NA
"5864","RECRUITMENT OF INFLAMMATORY CELLS","2.53","n","n","n",NA
"5827","N/A LIVER FIBROSIS","2.5","yes","n","yes","2.76e-03"
"5794","ACTIVATION STELLATE CELLS","2.38","n","n","n",NA
"7326","UNKNOWN MIE","2.12","n","yes","n",NA
"8071","INCREASED PROINFLAMMATORY MEDIATORS","2.12","n","n","n",NA
"8502","ENHANCED VIRAL ENTRY AND GENE EXPRESSION","2.12","n","n","n",NA
"8504","BINDING OF S PROTEIN TO ACE RECEPTOR","2.12","n","yes","n",NA
"7395","INHIBITION DUAL OXIDASE","2.11","yes","yes","n","1.02e-02"
"6376","OVERACTIVATION NMDARS","1.99","n","n","n",NA
"6378","INCREASED INTRACELLULAR CALCIUM OVERLOAD","1.99","n","n","n",NA
"6992","BINDING OF AGONIST IONOTROPIC GLUTAMATE RECEPTORS","1.95","n","yes","n",NA
"7289","INCREASED OXIDATIVE STRESS","1.93","n","n","n",NA
"6513","ACTIVATION NICOTINIC ACETYLCHOLINE RECEPTOR","1.78","n","yes","n",NA
"6171","ALKYLATION PROTEIN","1.7","n","yes","n",NA
"7787","INCREASE ROS","1.7","n","n","n",NA
"6162","DECREASE FECUNDITY","1.68","n","n","yes",NA
"5843","DECLINE POPULATION","1.41","n","n","yes",NA
"7446","ALTERED GENE EXPRESSION","1.33","yes","n","n","2.49e-03"
"7535","ALTERED DIFFERENTIATION","1.33","n","n","n",NA
"8203","NEURAL TUBE DEFECTS","1.33","n","n","yes",NA
"6525","ABNORMAL ROLE CHANGE WITHIN CASTE","1.16","n","n","n",NA
"6354","INCREASE SITE OF CONTACT NASAL TUMORS","1.07","yes","n","yes","4.98e-04"
"6413","INHIBITION NA+/I- SYMPORTER NIS","0.9","n","yes","n",NA
"5926","UP REGULATION TGFBETA1 EXPRESSION","0.82","yes","n","n","2.17e-04"
"5692","ACTIVATION AHR","0.72","yes","yes","n","1.06e-02"
"6038","INCREASE LUNG CANCER","0.72","n","n","yes",NA
"6335","ALTERATION FOOD-WEB STRUCTURES","0.71","n","n","yes",NA
"5690","UP REGULATION CYP1A1","0.69","yes","n","n","1.06e-02"
"6091","INCREASE CYTOTOXICITY","0.69","n","n","n",NA
"6164","INCREASE MORTALITY","0.61","n","n","n",NA
"5841","REDUCTION CUMULATIVE FECUNDITY AND SPAWNING","0.6","yes","n","n","1.49e-04"
"6817","INCREASE TISSUE DEGENERATION NECROSIS & ATROPHY ","0.58","n","n","n",NA
"6982","INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA","0.58","n","n","n",NA
"5831","PULMONARY FIBROSIS","0.57","n","n","yes",NA
"6241","THYROPEROXIDASE INHIBITION","0.54","n","yes","n",NA
"5935","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB","0.54","n","n","n",NA
