"","Num","POD","SD","%","Genes","KE"
"SANDAL GAP","2","0.0623083273200561","1.3543771301419","40","cenpe, pik3ca","N/A GAP"
"CTOME ARYL HYDROCARBON RECEPTOR SIGNALLING","2","0.0940873143985999","1.37974675022319","50","ahr1b, ptges3a","ACTIVATION LONG TERM AHR RECEPTOR DRIVEN DIRECT AND INDIRECT GENE EXPRESSION CHANGES"
"GO:0046879","3","0.2393045013667","0.426499658017521","25","anxa1a, hnf4a, park7","DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY; INCREASED SECRETION OF GNRH FROM HYPOTHALAMUS; DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY"
"GO:0009058","3","0.307848080944538","0.748424038997","42.86","alas1, eif2b3, got2a","INCREASED TRIGLYCERIDE FORMATION; INCREASED TRIGLYCERIDE FORMATION; DECREASE TETRAHYDROBIOPTERIN; ROS FORMATION"
"NEGATIVE REGULATION OF FAT CELL PROLIFERATION","2","0.402887138370053","0.811058585929666","50","E2F1, tfdp1a","INDUCTION SUSTAINED CELL PROLIFERATION"
"CTOME ACTIVATION OF GENE EXPRESSION BY SREBF SREBP","2","0.519847773783312","0.226061687056147","16.67","hmgcs1, rxraa","UP REGULATION SREBF2"
"GO:0048856","5","0.542284695715654","0.212910005221117","41.67","hnf4a, nr2f5, rxraa, rxrbb, rxrgb","ALTERED NEUROANATOMY"
"NUCLEAR RECEPTORS","6","0.654993072042766","0.159325141463833","11.54","hnf4a, nr1i2, rxraa, rxrbb, rxrgb, thrb","ACTIVATION HEPATIC NUCLEAR RECEPTORS"
"CTOME BILE ACID AND BILE SALT METABOLISM","2","0.677501995702662","0.307403284554876","40","hsd3b7, rxraa","BILE ACCUMULATION PATHOLOGICAL CONDITION"
"GO:0003707","7","0.72950694188942","0.125913959385439","21.88","esrrga, hnf4a, nr1i2, rxraa, rxrbb, rxrgb, thrb","REDUCED MATURATION INDUCING STEROID RECEPTOR SIGNALLING OOCYTE"
"PANCREATIC HYPOPLASIA","3","0.764512182286408","0.512844938388845","42.86","hnf4a, srp54, stat3","INCREASED PANCREATIC ACINAR TUMORS"
"OXIDATIVE STRESS","4","0.83642516306978","0.166064927875349","16.67","gsr, hmox1a, nfe2l2a, sod1","PROPAGATION OXIDATIVE STRESS; N/A OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASED OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS; INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS"
"ABNORMAL BLOOD POTASSIUM CONCENTRATION","4","0.872810129444087","0.291600582098879","33.33","calm3a, cyp17a1, gatm, hsd11b2","INCREASED BLOOD POTASSIUM CONCENTRATION"
"CTOME METABOLISM OF PORPHYRINS","2","0.902777843568422","0.453780786832752","66.67","alas1, hmox1a","ACCUMULATION HIGHLY CARBOXYLATED PORPHYRINS"
"REGULATION OF NITRIC OXIDE SYNTHASE ACTIVITY","3","0.916007134132922","0.508199434825835","37.5","apoeb, calm3a, hif1ab","INHIBITION INDUCIBLE NITRIC OXIDE SYNTHASE BY METABOLITE CGA 265307"
"GO:0007269","6","0.959465611760482","0.25668731827525","24","adora2aa, gsk3b, hspa8, lin7a, rab5ab, rap1b","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"ABNORMAL CIRCULATING FATTY ACID CONCENTRATION","4","0.982085231491795","0.325787668556934","44.44","gatm, hmgcl, hnf4a, pex19","ACCUMULATION FATTY ACID"
"JNK CASCADE","6","0.994761777337528","0.315456945171706","27.27","cops5, flt4, hdac3, rps27a, tfa, uba52","ACTIVATION JNK"
"YOUNG ADULT ONSET","2","1.05651569619907","0.674438168322995","66.67","actb1, cd164","REDUCED YOUNG OF YEAR SURVIVAL"
"GO:0030331","3","1.06561307441128","0.381090029788803","33.33","pcna, ppid, taf10","INCREASED ER BINDING TO DNA CLASSICAL PATHWAY; INCREASED ER BINDING TO TF TO DNA NON-CLASSICAL PATHWAY"
"GO:1903008","4","1.09585774597157","0.358899381413422","30.77","gsk3ab, hif1ab, park7, pelo","DISRUPTION LYSOSOME"
"INCREASED SERUM SEROTONIN","2","1.18131516524613","0.452114356408949","66.67","atrx, sdhdb","INCREASED SERUM CREATININE"
"GO:0007588","3","1.20656931685675","0.257122911289701","21.43","adora2aa, hmox1a, mdka","INCREASE BILIARY EXCRETION TH GLUCURONIDE"
"INCREASED CIRCULATING PROLACTIN CONCENTRATION","2","1.27416412731922","0.427586922478841","40","pik3ca, pmm2","INCREASED PROLACTIN SECRETION; INCREASED PROLACTIN EXPOSURE"
"GO:0006305","2","1.30136040849119","0.156253429349437","66.67","cebpb, unga","ALKYLATION DNA; FORMATION PRO-MUTAGENIC DNA ADDUCTS"
"GO:0004620","2","1.33336703432932","0.573542629196697","40","ednraa, hmox1a","INHIBITION PHOSPHOLIPASE A"
