"","Num","POD","SD","%","Genes","KE"
"GO:0006281","5","0.000378813564803316","0.227044032201092","5.88","mcm5, rpa1, rpa2, ubr5, xab2","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"GO:0044703","4","0.0550975598297974","0.627821537723241","3.45","foxc1a, nhp2l1b, src, umps","N/A REPRODUCTIVE FAILURE"
"DECREASED BODY WEIGHT","8","0.0815499641308023","0.262960068267773","3.54","gabra5, hsd3b7, map2k2a, mcm5, nos1, nup188, tbx1, umps","DECREASED BODY WEIGHT"
"GO:0000003","8","0.0822154014435217","0.303047590121899","3.94","foxc1a, hnf4a, mmp14b, nhp2l1b, rpa1, src, tgfb2, umps","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"GO:0009790","8","0.145765795746925","0.217770248306942","4.73","foxc1a, hnf4a, hoxb3a, hoxb5a, mmp14b, tbx1, tgfb2, xab2","DEFECT OF EMBRYOGENESIS"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","5","0.156937669454904","0.457064649148427","3.4","foxc1a, nos1, tbx1, tgfb2, umps","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMAL LUNG MORPHOLOGY","5","0.156937669454904","0.457064649148427","3.91","foxc1a, nos1, tbx1, tgfb2, umps","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0072358","6","0.207345517578362","0.245983563772134","5.41","foxc1a, hoxb3a, mmp14b, tbx1, tgfb2, xbp1","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"ABNORMALITY OF THE ABDOMINAL ORGANS","7","0.291007529512025","0.299735560535303","4.14","agla, hnf4a, hsd3b7, hyou1, pgm1, tbx1, umps","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMAL NASAL MORPHOLOGY","7","0.307895926361473","0.292427415187718","4.52","agla, foxc1a, hyou1, map2k2a, nup188, tbx1, umps","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0050663","3","0.424148057533516","0.491864308526709","10","mapk11, src, xbp1","RELEASE CYTOKINE"
"GO:0030163","3","0.447414727692864","0.48775295060813","1.96","gsk3b, psmd5, xbp1","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"STEROID HORMONE MEDIATED SIGNALING PATHWAY","3","0.468434431342028","0.719516941633077","2.94","rxrbb, src, ubr5","DECREASE STEROIDOGENIC ACUTE REGULATORY PROTEIN STAR; DECREASED HSD17B10 EXPRESSION; REDUCED MATURATION INDUCING STEROID PLASMA"
