"","Num","POD","SD","%","Genes","KE"
"CTOME ARYL HYDROCARBON RECEPTOR SIGNALLING","2","1.45518760527241e-05","0.052143622449429","50","arnt, ptges3a","ACTIVATION LONG TERM AHR RECEPTOR DRIVEN DIRECT AND INDIRECT GENE EXPRESSION CHANGES"
"PARALYSIS","3","1.50543369120144e-05","0.0418087161311011","13.04","fh, fus, tpi1b","INDUCTION SOMATIC MUSCLE PARALYSIS; INDUCTION PHARYNGEAL MUSCLE PARALYSIS"
"PEPTIDYL LYSINE MODIFICATION","7","2.06152972056945e-05","0.033646372653006","9.86","arnt, gnl3l, ndufab1b, nup35, nup88, sirt3, whsc1","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"GO:0006120","5","2.12364942766141e-05","0.0286961422059897","18.52","dldh, ndufa8, ndufab1b, ndufb10, ndufc2","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I"
"ABNORMAL CIRCULATING FATTY ACID CONCENTRATION","2","2.27651719461589e-05","0.0551869053132342","22.22","dldh, hmgcl","ACCUMULATION FATTY ACID"
"DECREASED PLASMA CARNITINE","2","2.27651719461589e-05","0.0551869053132342","28.57","dldh, hmgcl","REDUCTION PLASMA VITELLOGENIN CONCENTRATIONS; INCREASE PLASMA VITELLOGENIN CONCENTRATIONS; DECREASED RENAL PLASMA FLOW; INCREASED PLASMA TYROSINE; DECREASED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"GO:0016209","2","3.0335437351167e-05","0.0856171502701994","18.18","cat, gstk1","OXIDATION GLUTATHIONE"
"RESPONSE TO REACTIVE OXYGEN SPECIES","4","6.53207528211283e-05","0.272702903974969","7.14","cat, cdk2, rps3, trap1","INCREASED REACTIVE OXYGEN SPECIES"
"ELECTRON TRANSPORT CHAIN","8","6.89421479943302e-05","0.185047914973779","11.76","cox7a2a, cyb5a, dhrs3a, dldh, ndufa8, ndufab1b, ndufb10, ndufc2","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0045333","12","7.95112769095824e-05","0.117243102271754","16.67","cat, cs, dlat, dldh, fh, ndufa8, ndufab1b, ndufb10, ndufc2, pdhb, sirt3, trap1","INCREASE OXIDATIVE METABOLISM"
