"","Num","POD","SD","%","Genes","KE"
"PANCREATIC HYPOPLASIA","2","0.00508852708261543","1.24331187294415","28.57","hnf1ba, pdx1","INCREASED PANCREATIC ACINAR TUMORS"
"ABNORMAL BLOOD POTASSIUM CONCENTRATION","2","0.0139561178428841","1.57128904862657","16.67","gatm, nr3c2","INCREASED BLOOD POTASSIUM CONCENTRATION"
"GO:0004666","3","0.0418803684299001","0.863884852600784","75","ptgs1, ptgs2a, ptgs2b","INHIBITION CYCLOOXYGENASE ACTIVITY; INHIBITION CYCLOOXYGENASE 1 ACTIVITY"
"GO:0015631","3","0.0499492392697021","0.755779759447085","15.79","hdac6, rae1, tprb","BINDING TUBULIN"
"NEURODEGENERATION","4","0.0736440297637233","0.498077701407421","26.67","dlat, fus, hnrnpa1b, rnaseh2b","N/A NEURODEGENERATION"
"GO:0004738","3","0.0741349011948379","0.851241263617153","75","dlat, pdhb, pdhx","INCREASED INDUCTION OF PYRUVATE DEHYDROGENASE PDH; INHIBITION PYRUVATE DEHYDROGENASE KINASE PDK ENZYME"
"CELLULAR SODIUM ION HOMEOSTASIS","3","0.0741892931829554","0.840081590765647","60","agtr2, atp1b3b, slc8a1a","INHIBITION NA+/I- SYMPORTER NIS"
"HYPERACTIVITY","10","0.0793073735165341","0.210113266641989","20","adsl, agtr2, cars, dyrk1ab, fgfr1b, gamt, glud1a, msh6, ppp2r1b, thrb","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION","3","0.0854027582137868","0.820735558540453","30","dyrk1ab, hdac6, rac1a","DEPOLYMERIZATION MICROTUBULE"
"GO:1903008","3","0.0856309173044132","0.821014984268844","23.08","hdac6, park7, pelo","DISRUPTION LYSOSOME"
"GO:0048813","5","0.103065505178708","0.339006945235495","38.46","cdc42, gsk3b, hdac6, id1, ilk","ABERRANT DENDRITIC MORPHOLOGY"
"GO:0006915","4","0.114791086962138","0.532066565896884","12.9","casp3b, casp9, caspb, dap3","CHANGES/INHIBITION CELLULAR HOMEOSTASIS AND APOPTOSIS; DECREASED APOPTOSIS EPITHELIAL CELLS; INCREASED APOPTOSIS DECREASED LEYDIG CELLS"
"GO:0001516","4","0.115195657038115","0.572830783655751","100","ptgesl, ptgs1, ptgs2a, ptgs2b","REDUCED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY; DECREASED PROSTAGLANDIN F2ALPHA SYNTHESIS OVARY"
"GO:1903409","7","0.11898607774948","0.294994691310842","28","agtr2, mmp13a, park7, ptgs2b, rac1a, roraa, slc18a2","INCREASE ROS PRODUCTION; PRODUCTION REACTIVE OXYGEN SPECIES"
"GO:0007588","4","0.119008405515765","0.525782940383605","28.57","agtr2, avpr1a, drd2b, hmox1a","INCREASE BILIARY EXCRETION TH GLUCURONIDE"
"GO:0046879","4","0.143290941213367","0.537235956420709","33.33","CCKAR, hnf1ba, park7, trh","DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY; INCREASED SECRETION OF GNRH FROM HYPOTHALAMUS; DECREASED GNRH PULSATILITY/RELEASE IN HYPOTHALAMUS; DECREASED LH SURGE FROM ANTERIOR PITUITARY"
"LIPID ACCUMULATION IN HEPATOCYTES","9","0.145940737913429","0.200683077903189","28.12","atp6ap1b, cpt1aa, farsb, hnf1ba, hnrnpa1b, iars, ldlra, lipf, pmm2","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"STEROID HORMONE MEDIATED SIGNALING PATHWAY","14","0.149984497095598","0.129447506639957","13.73","arntl1b, bmp4, esrra, esrrga, foxa1, hdac1, hdac6, nr3c2, paqr7b, park7, pparab, rxraa, src, taf7","DECREASE STEROIDOGENIC ACUTE REGULATORY PROTEIN STAR; DECREASED HSD17B10 EXPRESSION; REDUCED MATURATION INDUCING STEROID PLASMA"
"GO:0016209","4","0.158976420127531","0.592312620325822","36.36","cat, park7, ptgs1, ptgs2b","OXIDATION GLUTATHIONE"
