"","Num","POD","SD","%","Genes","KE"
"LIPID METABOLISM PATHWAY","2","0.00972618696694326","0.0146330806762031","16.67","akt3a, prkaa1","DAMAGE LIPID BILAYER"
"GO:0043542","3","0.0513904518951829","0.215232323840931","8.57","akt3a, kdr, ptgs2b","INCREASED MIGRATION ENDOTHELIAL CELLS"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","2","0.0721436295690858","0.0379605012134815","15.38","fgf8a, igf2b","INCREASED IGF-1 MOUSE"
"CTOME VEGFR2 MEDIATED CELL PROLIFERATION","2","0.082758461343622","0.0835716031657677","33.33","ahcyl1, kdr","INHIBITION VEGFR2"
"INCREASED SUSCEPTIBILITY TO FRACTURES","4","0.0861739668988935","0.0254139880381361","11.43","fgf8a, ikbkap, plod3, tpm3","INCREASED DISEASE SUSCEPTIBILITY"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","2","0.0908523974300176","0.0311085356566414","15.38","ddb2, ikbkap","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"CTOME ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA","2","0.0948688489631764","0.714089686023794","18.18","akt3a, ywhah","DIRECT MITOCHONDRIAL INHIBITION; MITOCHONDRIAL IMPAIRMENT"
"ABNORMALITY OF THE PITUITARY GLAND","4","0.100030742833308","0.0455523118156012","8.33","cyp11a1, fgf8a, igf2b, rbm28","INCREASED ADENOMAS PITUITARY"
"ABNORMAL BLOOD SODIUM CONCENTRATION","2","0.107521853819105","0.0206236450362495","22.22","cyp11a1, ikbkap","DECREASED SODIUM CONDUCTANCE 2; DECREASED SODIUM REABSORPTION"
"GO:0072358","7","0.159988473939525","0.130256709623736","6.31","acvr1l, ahr1b, akt3a, fgf8a, kdr, ptgs2b, smad1","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"BREAST CANCER PATHWAY","6","0.191153495212437","0.194217619618334","5.26","akt3a, axin2, ddb2, fgf8a, map2k2a, ncoa3","N/A BREAST CANCER"
"GO:0016310","10","0.204345743129738","0.0981245576965217","8","acvr1l, akt3a, ckmt1, csnk1g2a, kdr, map2k2a, prkaa1, sgk1, strap, zgc-86598","ACTIVATION SP1"
"GO:0042446","3","0.208713073949676","0.578966173916059","10.71","bmp2a, cyp11a1, cyp3c1","INCREASE LUTEINIZING HORMONE LH; REPRESSED EXPRESSION OF STEROIDOGENIC ENZYMES"
"ABNORMAL NASAL MORPHOLOGY","12","0.245832241060825","0.111965072067699","7.74","ahr1b, akt3a, bmp2a, colec11, fgf8a, map2k2a, plod1a, plod3, ppp1cb, rpl10, rpl15, stag1b","INCREASE SITE OF CONTACT NASAL TUMORS"
"GO:0001935","3","0.246340846334188","0.543792038474821","8.33","akt3a, bmp2a, kdr","INCREASED PROLIFERATION ENDOTHELIAL CELLS"
"PYRUVATE METABOLIC PROCESS","4","0.248846032746955","0.288582524466776","7.14","aldob, fbp1b, pck2, prkaa1","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"SQUAMOUS CELL CARCINOMA","2","0.250536698343774","0.342613791672624","20","ddb2, fdps","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS; INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA; SQUAMOUS METAPLASIA ABERRANT BASAL CELLS"
"GO:0048870","11","0.259569634344164","0.0909200696894433","5.5","acvr1l, akt3a, bmp2a, fgf8a, ikbkap, kdr, map2k2a, ptgs2b, serpine2, sgk1, strap","INCREASED MOTILITY"
"DECREASED BODY WEIGHT","18","0.276438954137415","0.0569569459488315","7.96","acvr1l, aldob, cyp11a1, ddb2, echs1, fgf8a, igf2b, map2k2a, mdh2, ndufs8a, ndufv2, nos1, ppp1cb, rpl15, sdha, ssr4, stag1b, tpm3","DECREASED BODY WEIGHT"
"GO:0030154","6","0.300650593407469","0.179792981174371","9.23","cpsf5, fsta, kdr, rxrgb, thoc5, thrab","DIFFERENTIATION OF MYOFIBROBLAST"
"GO:0004872","9","0.303487644773093","0.110424649762005","3.77","acvr1l, adora2ab, bmp2a, fgf8a, igf2b, kdr, nppa, rxrgb, thrab","ACTIVATION PXR/SXR"
"ENDOMETRIAL CANCER","4","0.330003017654681","0.356921842773371","5.88","akt3a, axin2, ddb2, map2k2a","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"GO:0005515","3","0.341181057815028","0.147323880927927","6.38","acvr1l, axin2, kdr","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"GO:0006633","6","0.352069579798152","0.242991947547104","20.69","cyp3c1, lpl, ndufab1b, prkaa1, ptges, ptgs2b","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0040011","12","0.354976440525589","0.0886270713012284","5.29","acvr1l, akt3a, bmp2a, fgf8a, ikbkap, kdr, map2k2a, ptgs2b, serpine2, sgk1, strap, vldlr","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"GO:0009790","13","0.360643941944195","0.0597875521742209","7.69","acvr1l, axin2, bmp2a, fgf8a, hoxb5a, igf2b, kdr, plod3, rpl10, smad1, sod1, thoc5, wls","DEFECT OF EMBRYOGENESIS"
"GO:0007568","5","0.377198280038389","0.212210695946269","5.81","akt3a, igfbp1b, ptgs2b, SERP1, sod1","ACCELERATED AGING"
"GO:0003158","4","0.387446696006585","0.208152458624534","16.67","acvr1l, hoxb5a, kdr, plod3","IMPAIRMENT ENDOTHELIAL NETWORK"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","8","0.391273023370269","0.117972267849774","7.77","ahr1b, bmp2a, cyp11a1, ddb2, fgf8a, igf2b, rbm28, rps4x","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"GO:0007059","3","0.392110420919686","0.19881784290313","6.82","axin2, kpnb1, zgc-86598","INCREASED CHROMOSOME MISSEGGREGATION"
"GO:0005102","13","0.394585447016826","0.0663507877241913","6.25","bmp2a, fgf8a, fsta, igf2b, igfbp1b, kdr, lpl, ncoa3, nppa, serpine2, strap, wls, ywhah","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"GO:0000003","11","0.395930747012774","0.0646343397831651","5.42","acvr1l, cad, fgf8a, fsta, igf2b, nppa, pde5ab, ptgs2b, rpl10, serpine2, sod1","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
"CYTOPLASMIC RIBOSOMAL PROTEINS","8","0.402144342696543","0.0330562630639761","5.56","rpl10, rpl15, rpl30, rps11, rps2, rps21, rps4x, rps5","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE"
"GO:0030545","5","0.408741285893689","0.203693218774936","8.47","bmp2a, fgf8a, fsta, igf2b, nppa","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR"
"GO:0006412","10","0.411736362882653","0.0247401592446785","9.26","eef1a1l1, eif4a1b, rpl10, rpl15, rpl30, rps11, rps2, rps21, rps4x, rps5","ALTERED PROTEIN PRODUCTION"
"GO:0006281","4","0.423380359836751","0.118873517262734","4.71","axin2, ddb2, polr2j, rnaseh2a","N/A INSUFFICIENT OR INCORRECT DNA REPAIR; INCREASED INSUFFICIENT REPAIR OR MIS-REPAIR OF PRO-MUTAGENIC DNA ADDUCTS; OVERWHELMED MITOCHONDRIAL DNA REPAIR MECHANISMS; INCREASED DNA DAMAGE-REPAIR"
"PEPTIDYL LYSINE MODIFICATION","6","0.445141699374851","0.209793424277118","8.45","ncoa3, ndufab1b, nos1, plod1a, plod3, prkaa1","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"GO:0030163","3","0.448902989086613","0.40257054342955","1.96","serpine2, vldlr, zgc-86598","INCREASED CATABOLISM OF MUSCLE PROTEIN"
"GO:0050673","6","0.469919812787976","0.219366036663675","7.32","akt3a, bmp2a, fsta, kdr, map2k2a, strap","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"GLUTATHIONE METABOLIC PROCESS","2","0.475504768918025","0.409772406828257","20","cndp2, sod1","GLUTATHIONE SYNTHESIS; GLUTATHIONE HOMEOSTASIS"
"GO:0046562","5","0.479329833508349","0.142804077650791","18.52","akr1a1b, aldoaa, aldob, fbp1b, pck2","DECREASED GLUCOSE OXIDASE ENZYME ACTIVITY"
"PROSTAGLANDIN SYNTHESIS AND REGULATION","3","0.485375122909807","0.341433255776213","11.54","cyp11a1, ptges, ptgs2b","REDUCTION PROSTAGLANDIN E2 CONCENTRATION; REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"GO:0016209","2","0.493207342653675","0.398547329463137","18.18","ptgs2b, sod1","OXIDATION GLUTATHIONE"
"ABNORMALITY OF THE BLADDER","3","0.499031507720993","0.232051578452466","5.77","igf2b, plod1a, sdha","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"G TGF BETA SIGNALING PATHWAY","4","0.499232730835158","0.25989601318385","5.88","acvr1l, bmp2a, fsta, smad1","ACTIVATION TGF-BETA PATHWAY; UP REGULATION TGFBETA1 EXPRESSION"
