"","Num","POD","SD","%","Genes","KE"
"GO:0051899","3","0.0181134099324253","0.652396617837049","14.29","gclm, scn1lab, smad7","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT; PROLONGED DEPOLARIZATION OF NEURONAL MEMBRANE"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","2","0.02894020352749","1.05954352048371","15.38","fgfr4, igf2b","INCREASED IGF-1 MOUSE"
"GO:0001525","3","0.0371701124880243","0.661519226204023","8.11","igfbp2a, ppp1cab, tek","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"MALE REPRODUCTIVE SYSTEM NEOPLASM","3","0.0475029281693884","0.505585388666862","20","igf2b, mdm2, tp53","MALFORMATION MALE REPRODUCTIVE TRACT; INDUCTION MALE REPRODUCTIVE TRACT; MALFORMED MALE REPRODUCTIVE TRACT"
"G GLUTATHIONE METABOLISM","6","0.0475120053905134","0.355731366324648","75","gclm, mgst3, odc1, pgd, rrm1, rrm2","DEPLETION GSH"
"GO:0006936","10","0.0676344515029515","0.136979955302225","18.18","ednrba, eno1a, hspb6, neurog1, nos1, nppa, pgam2, scn1lab, smad7, tpm3","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
"PYRUVATE METABOLIC PROCESS","11","0.0690457543858298","0.10351320517682","19.64","aldob, eno1a, fbp1b, ldha, nup37, pgam1a, pgam2, pgm1, pkma, pom121, sec13","INHIBITION 4-HYDROXYPHENYL-PYRUVATE DIOXYGENASE HPPD ENZYME"
"GO:0009653","3","0.0722496276293366","0.360671797853735","60","foxa2, foxa3, pitx3","INCREASED DEVELOPMENTAL DEFECTS"
"G OOCYTE MEIOSIS","4","0.0773642509836722","0.457943162727212","10","cdc23, ppp1cab, smc3, ywhaz","REDUCED MEIOTIC PROPHASE I/METAPHASE I TRANSITION OOCYTE"
"ABNORMAL FORM OF THE VERTEBRAL BODIES","4","0.0838942685466491","0.566749755785763","12.12","hspa9, nansa, orc1, pmm2","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF"
"GLYCOLYSIS AND GLUCONEOGENESIS","7","0.0873615178308979","0.204934162028875","30.43","aldob, eno1a, fbp1b, ldha, pgam1a, pgam2, pkma","DECREASED PCK1 EXPRESSION CONTROL POINT FOR GLYCOLYSIS/GLUCONEOGENESIS PATHWAY"
"GO:0007249","3","0.0930183135335683","0.236960251573563","6.98","birc2, casp8, rela","INHIBITION NUCLEAR FACTOR KAPPA B NF-KB"
"GO:0006816","2","0.095667359550025","0.626644938102807","18.18","cacna1bb, slc8a1a","DECREASED CALCIUM INFLUX; REDUCTION CA AND HCO3 TRANSPORT TO SHELL GLAND; OPENING OF CALCIUM CHANNEL CALCIUM INFLUX"
"ANTERIOR PITUITARY AGENESIS","2","0.0970892829237124","0.875042191505305","40","foxa2, otx2","INCREASED SECRETION OF LH FROM ANTERIOR PITUITARY"
"ABNORMAL CARDIAC TEST","2","0.102730951829918","0.536211271222333","15.38","cyp17a1, nppa","INCREASED CARDIAC ARRTHYMIA"
"GLUTATHIONE METABOLIC PROCESS","5","0.111738832925069","0.344416169728443","50","cndp2, gclm, gstt1a, nfe2l2a, ptgesl","GLUTATHIONE SYNTHESIS; GLUTATHIONE HOMEOSTASIS"
"IMMUNOLOGIC HYPERSENSITIVITY","6","0.113152804553665","0.225849724837888","26.09","casp8, grhl2b, igf2b, jak1, odc1, tbx1","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
