"","Num","POD","SD","%","Genes","KE"
"CARCINOMA","2","0.400048187089489","0.498328831817071","40","dkc1, ptenb","PROMOTION HEPATOCELLUAR CARCINOMA"
"ELEVATED RED CELL ADENOSINE DEAMINASE LEVEL","6","0.831824226955995","0.162056330099067","33.33","rpl15, rpl26, rpl35, rps15a, rps26l, rps29","INCREASED CYCLIC ADENOSINE MONOPHOSPHATE"
"PURE RED CELL APLASIA","6","0.831824226955995","0.162056330099067","30","rpl15, rpl26, rpl35, rps15a, rps26l, rps29","N/A METHEMOGLOBINEMIA DECREASED HEMOGLOBIN HEMATOCRIT RED BLOOD CELL NUMBER"
"GLOMERULAR SCLEROSIS","2","1.41253117279502","0.0689392493333263","14.29","nup107, nup85","DECREASED GLOMERULAR FILTRATION"
"CYTOPLASMIC RIBOSOMAL PROTEINS","10","1.76593719818759","0.1036575238762","6.94","rpl13a, rpl15, rpl26, rpl35, rpl39, rpl7, rps15a, rps26l, rps29, rps8a","OCCURRENCE CYTOPLASMIC VACUOLIZATION PODOCYTE"
"LOCOMOTORY BEHAVIOR","3","1.90749559417752","0.57095456919735","4.84","adora2aa, hoxb8a, ptenb","REDUCED SWIMMING SPEED; REDUCED SWIMMING PERFORMANCE"
"REGULATION OF PH","3","1.98269290843715","0.498951425826144","21.43","atp6ap1b, atp6v1e1b, mapk3","DECREASE INTRACELLULAR PH"
"ABNORMAL CIRCULATING ESTROGEN LEVEL","2","2.10551797425475","0.191523926011453","14.29","cyb5a, nup107","INCREASED CIRCULATING ESTROGEN LEVELS"
"GO:0046562","3","2.20820009424641","0.29148406749179","11.11","eno1a, ldha, pck2","DECREASED GLUCOSE OXIDASE ENZYME ACTIVITY"
"GO:0008283","3","2.29545881101446","0.521441825286191","33.33","hoxb8a, mif, tacc3","PROLIFERATION CELL PROLIFERATION IN THE ABSENCE OF CYTOTOXICITY; ACTIVATION/PROLIFERATION T-CELLS; ALTERATIONS CELLULAR PROLIFERATION / HYPERPLASIA; INCREASE PROLIFERATION LEYDIG CELL; INCREASE MITOGENIC CELL PROLIFERATION HEPATOCYTES; INCREASE HYPERTROPHY AND PROLIFERATION FOLLICULAR CELL; INCREASE REGENERATIVE CELL PROLIFERATION CORNEAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION FORESTOMACH EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION HEPATOCYTES; INCREASE REGENERATIVE CELL PROLIFERATION UROTHELIAL CELLS; INCREASE CELL PROLIFERATION; INCREASE PROLIFERATION OF GOBLET CELLS; INCREASED HYPERTROPHY AND PROLIFERATION FOLLICULAR CELL; PROLIFERATION/CLONAL EXPANSION SMOOTH MUSCLE; INCREASED CELLULAR PROLIFERATION / HYPERPLASIA OF ACINAR CELLS; PROLIFERATION/CLONAL EXPANSION ABERRANT BASAL CELLS; INCREASED CELL PROLIFERATION MESOTHELIUM; INCREASE CELL PROLIFERATION EPITHELIAL CELLS"
"GO:0042701","4","2.76648722220013","0.158828414532696","11.76","akt3a, mapk12a, mapk3, prkacaa","DECREASED PROGESTERONE FROM CORPUS LUTEUM"
"SQUAMOUS CELL CARCINOMA","3","2.79324938124674","0.451615069154583","30","ctsc, dkc1, tars","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS; INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA; SQUAMOUS METAPLASIA ABERRANT BASAL CELLS"
"GO:0008137","2","3.01336539383672","0.452033860004947","22.22","C24H11orf65, ndufc2","INHIBITION NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I"
"BREAST CANCER PATHWAY","9","3.42962227571721","0.067997946884278","7.89","akt3a, fgf3, fgfr1b, mapk3, nras, ptenb, skp1, tcf7l1a, wnt3a","N/A BREAST CANCER"
"LIPID ACCUMULATION IN HEPATOCYTES","7","3.79689600772765","0.141224486105095","21.88","atp6ap1b, cpt2, hmgcl, lipf, pck2, sar1b, tars","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"GO:0044414","7","3.80051669600183","0.157903460758722","17.5","atp6ap1b, atp6v1e1b, rab5ab, rac1a, sec61al2, sec61g, tubb2","SUPPRESSION IMMUNE SYSTEM"
"INCREASED SUSCEPTIBILITY TO FRACTURES","7","3.82507987649274","0.152914171716342","20","ctsk, dkc1, fgfr1b, nras, ptenb, scn1lab, wnt3a","INCREASED DISEASE SUSCEPTIBILITY"
"G TGF BETA SIGNALING PATHWAY","4","4.38126211473666","0.153717007186235","5.88","mapk3, ppp2r1b, skp1, tgfb2","ACTIVATION TGF-BETA PATHWAY; UP REGULATION TGFBETA1 EXPRESSION"
"GO:0006412","13","4.41497015466109","0.0634708891048819","12.04","eif2b4, eif3ea, eif4a1a, eif4a1b, eif4e2rs1, rpl13a, rpl15, rpl35, rpl39, rps15a, rps26l, rps29, rps8a","ALTERED PROTEIN PRODUCTION"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","4","4.47487550811394","0.17629409644466","30.77","fgf3, fgfr1b, fgfr4, nras","INCREASED IGF-1 MOUSE"
"MATING BEHAVIOR","2","4.693697453049","0.257853129778914","22.22","ptenb, thraa","REDUCED ABILITY TO ATTRACT SPAWNING MATES"
"REPRODUCTIVE BEHAVIOR","2","4.693697453049","0.257853129778914","20","ptenb, thraa","REDUCED SPAWNING BEHAVIOR"
"NEOPLASM OF THE SKIN","6","4.86303865041703","0.160531809414235","18.18","ctsc, dkc1, fgfr1b, nras, ptenb, tars","SENSITISATION SKIN"
"ABNORMALITY OF ADRENAL PHYSIOLOGY","4","4.89521750716167","0.098369531883643","4.35","lipf, nr3c1, rbm28, snrpb","INCREASE RENAL PATHOLOGY DUE TO VTG DEPOSITION; DECREASED RENAL ABILITY TO DILUTE URINE; OCCURRENCE KIDNEY TOXICITY; INCREASED KIDNEY FAILURE"
"GO:1904019","3","5.03277409036346","0.201350629296153","13.64","hmox1a, nfe2l2a, tek","DECREASE APOPTOSIS OF CILIATED EPITHELIAL CELLS"
"DNA DAMAGE RESPONSE","4","5.19598005306583","0.134012407552381","6.9","apaf1, rpa2, tlk2, ywhaqb","INCREASED DNA DAMAGE-REPAIR"
"GO:0016055","4","5.36366484017155","0.174856981094412","17.39","fzd7a, ta, tcf7l1a, wnt3a","ALTERATION WNT PATHWAY"
"GO:0006120","5","5.36385901433122","0.139549945497267","18.52","C24H11orf65, ndufa11, ndufb2, ndufc2, ndufv2","BINDING OF INHIBITOR NADH-UBIQUINONE OXIDOREDUCTASE COMPLEX I"
"ABNORMAL RENAL TUBULE MORPHOLOGY","2","5.37789068079215","0.479495295718471","22.22","cpt2, nup107","OCCURRENCE CYSTIC DILATATION RENAL TUBULE; OCCURRENCE CYTOPLASMIC VACUOLIZATION RENAL TUBULE"
"SIGNALING OF HEPATOCYTE GROWTH FACTOR RECEPTOR","4","5.56529661753876","0.0844491130038754","11.76","mapk3, ptenb, rap1aa, src","OCCURRENCE CYTOPLASMIC VACUOLIZATION HEPATOCYTE; OCCURRENCE BALLOONING DEGENERATION HEPATOCYTE"
"DECREASED BODY WEIGHT","35","5.72849961354724","0.0239701189638583","15.49","ahcy, atp6v1e1b, cdc6, cyb5a, cyb5r3, dhcr7, dkc1, dpm1, echs1, exosc9, fgfr1b, flt1, hmgcl, lipf, ndufa11, ndufv2, nfe2l2a, nfkb1, nup188, pdhx, phgdh, ptenb, puf60a, rpl15, rpl26, rpl35, rps15a, rps26l, rps29, sar1b, scn1lab, snrpb, srp54, stag1b, sucla2","DECREASED BODY WEIGHT"
"ABNORMALITY OF THE PITUITARY GLAND","7","5.86214381021398","0.0751013634426033","14.58","cyb5a, fgfr1b, nup107, puf60a, rbm28, snrpb, srp54","INCREASED ADENOMAS PITUITARY"
"G OOCYTE MEIOSIS","7","6.06566665998235","0.0650145338499963","17.5","calm1b, calm3a, fbxo5, mapk3, ppp2r1b, skp1, ywhaqb","REDUCED MEIOTIC PROPHASE I/METAPHASE I TRANSITION OOCYTE"
