"","Num","POD","SD","%","Genes","KE"
"ABNORMAL BLOOD POTASSIUM CONCENTRATION","2","0.00237370470525846","1.54671545272389","16.67","cyp11a1, kcnh2a","INCREASED BLOOD POTASSIUM CONCENTRATION"
"ABNORMAL CIRCULATING CHOLESTEROL CONCENTRATION","2","0.00338983409678172","1.65614146672308","18.18","cyp11a1, pmm2","DECREASED CHOLESTEROL; PERTURBATION OF CHOLESTEROL"
"ABNORMAL BLOOD SODIUM CONCENTRATION","3","0.00342606109400522","0.932779690317855","33.33","cyp11a1, fgfr1a, nfkb2","DECREASED SODIUM CONDUCTANCE 2; DECREASED SODIUM REABSORPTION"
"HEPATOCELLULAR CARCINOMA","2","0.0101859985645883","2.08905452413604","15.38","casp8, igf2b","FORMATION HEPATOCELLULAR AND BILE DUCT TUMORS; INCREASE ADENOMAS/CARCINOMAS HEPATOCELLULAR; TUMORIGENESIS HEPATOCELLULAR CARCINOMA"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","3","0.0473912392585125","1.04671698651213","23.08","fgf8a, fgfr1a, igf2b","INCREASED IGF-1 MOUSE"
"G OOCYTE MEIOSIS","6","0.0482627615400613","0.382949065830851","15","calm1b, cdc27, ppp2cb, rbx1, skp1, ywhah","REDUCED MEIOTIC PROPHASE I/METAPHASE I TRANSITION OOCYTE"
"PROSTAGLANDIN SYNTHESIS AND REGULATION","3","0.0599317188976991","1.04443378092302","11.54","cyp11a1, ednraa, ednrba","REDUCTION PROSTAGLANDIN E2 CONCENTRATION; REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"CTOME IKBA VARIANT LEADS TO EDA ID","2","0.0692234155050926","1.45358991831132","50","nfkb1, nfkb2","INDUCTION IKB INHIBITORY PROTEIN"
"ABNORMALITY OF THE PITUITARY GLAND","10","0.0902819461373492","0.233200570160261","20.83","btk, cyp11a1, fgf8a, fgfr1a, gata6, igf2b, nfkb2, pmm2, polr3h, srp54","INCREASED ADENOMAS PITUITARY"
"MALE REPRODUCTIVE SYSTEM NEOPLASM","4","0.093495059365127","0.659348749067541","26.67","brca2, chek2, igf2b, mdm2","MALFORMATION MALE REPRODUCTIVE TRACT; INDUCTION MALE REPRODUCTIVE TRACT; MALFORMED MALE REPRODUCTIVE TRACT"
"GO:0007269","3","0.0936940979890981","0.491283897787394","12","adora2aa, P2RY1, slc18a2","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"GO:0046562","5","0.148675341632146","0.478762154802979","18.52","akr1a1b, dldh, eno1a, pck2, pgm1","DECREASED GLUCOSE OXIDASE ENZYME ACTIVITY"
"LOCOMOTORY BEHAVIOR","3","0.149703719415149","0.564545229055467","4.84","adora2aa, ncor1, slc18a2","REDUCED SWIMMING SPEED; REDUCED SWIMMING PERFORMANCE"
"HYPERACTIVITY","5","0.164820171857671","0.470525335809611","10","fgf8a, fgfr1a, gamt, igf2b, odc1","INDUCTION ATAXIA PARALYSIS OR HYPERACTIVITY; INCREASED ATAXIA PARALYSIS OR HYPERACTIVITY; N/A ATAXIA PARALYSIS OR HYPERACTIVITY"
"IMMUNOLOGIC HYPERSENSITIVITY","7","0.200834103171783","0.339794727101699","30.43","casp8, fgf8a, fgfr1a, gtf2h5, igf2b, nfkb2, odc1","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
"TRIGLYCERIDE METABOLIC PROCESS","5","0.315928506024775","0.488521538489421","31.25","fabp3, gk5, lpgat1, pck2, sirt1","ACCUMULATION TRIGLYCERIDE"
"ABNORMALITY OF THE BLADDER","7","0.315929327762598","0.294700606133676","13.46","cdk6, dnmt1, igf2b, rarab, rarga, smad3a, tbp","REDUCED POSTERIOR SWIM BLADDER INFLATION; REDUCED ANTERIOR SWIM BLADDER INFLATION; INCREASE URINARY BLADDER CALCULI"
"GO:0005184","2","0.316984025923792","0.018736874350647","66.67","adcyap1b, nppa","SP SUBSTANCE P RELEASE LOCAL INCREASE OF SP"
"GO:0001525","5","0.321115485522008","0.311884144849042","13.51","hdac3, nfkb2, rab5c, rps29, vegfc","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"BRADYCARDIA","2","0.330123201415481","0.0312092983195983","33.33","kcnh2a, nppa","INCREASED ATRIOVENTRICULAR BLOCK AND BRADYCARDIA"
"GO:0016209","2","0.330222876426266","0.676424141796413","18.18","gstk1, mgst3","OXIDATION GLUTATHIONE"
"GO:0030545","8","0.362731360638644","0.236426781436103","13.56","adcyap1b, bmp1a, fgf8a, igf2b, mif, nppa, tgfb3, vegfc","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR"
"GO:0042446","6","0.394298197147251","0.366746424916278","21.43","arnt, cyp11a1, hif1ab, hsd17b2, nfkb1, tspo","INCREASE LUTEINIZING HORMONE LH; REPRESSED EXPRESSION OF STEROIDOGENIC ENZYMES"
"GO:0005216","3","0.399357367527688","0.0406731594120298","12.5","gria3b, grik1a, kcnh2a","IMPAIRED ION CHANNELS"
"SOMATIC MUTATION","8","0.399799048689038","0.252790960858446","9.52","brca2, casp8, chek2, erbb2, fgfr1a, foxo1b, igf2b, rad54l","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"GO:0004970","2","0.417480524900933","0.0829886489627288","33.33","gria3b, grik1a","BINDING OF AGONIST IONOTROPIC GLUTAMATE RECEPTORS"
"RESPONSE TO NITRIC OXIDE","2","0.428839898027444","0.871281147745113","28.57","foxo1b, txn","DECREASED NITRIC OXIDE"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","13","0.486998913065944","0.158529143601012","12.62","brca2, cyp11a1, ddb2, eif2b1, fgf8a, fgfr1a, gtf2h5, igf2b, mdm2, pmm2, polr3h, raf1b, rps4x","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"LIPID ACCUMULATION IN HEPATOCYTES","6","0.535934516691103","0.377620656195083","18.75","adka, atp6ap1b, iars, pck2, pgm1, pmm2","INCREASE PRENEOPLASTIC FOCI HEPATOCYTES"
"DECREASED FERTILITY","7","0.539406695529014","0.291592820908129","9.21","brca2, cyp11a1, fgf8a, fgfr1a, gtf2h5, polr3h, raf1b","IMPAIRED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; REDUCTION CUMULATIVE FECUNDITY AND SPAWNING; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED TESTOSTERONE"
"GO:0099536","12","0.540316587064596","0.0721578553878219","10.81","ache, adcyap1b, adora1, adora2aa, gria3b, grik1a, nos1, P2RY1, psmc5, rpl22, slc18a2, ywhah","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"GO:0004364","3","0.543567718705684","0.342482197849577","60","gstk1, gstt1a, mgst3","DOWN REGULATION GSS AND GSTS GENE"
"APOPTOSIS","6","0.557701070844423","0.387253424501063","10.71","apaf1, casp8, igf2b, jun, mdm2, nfkb1","INCREASED APOPTOSIS ADENOMAS/CARCINOMAS FOLLICULAR CELL"
"GO:1903409","6","0.599809861813114","0.222877199962511","24","cyp1a, nos1, slc18a2, smad3a, trap1, tspo","INCREASE ROS PRODUCTION; PRODUCTION REACTIVE OXYGEN SPECIES"
"GO:0006936","12","0.615437112098921","0.113797284014749","21.82","adora1, calm1b, ednraa, ednrba, eno1a, gamt, kcnh2a, myl6, nos1, nppa, rock1, tnnt2a","REDUCTION ABDOMINAL MUSCLE CONTRACTION; OVERACTIVATION MUSCLE CONTRACTION"
