"","Num","POD","SD","%","Genes","KE"
"G JAK STAT SIGNALING PATHWAY","3","0.00321659967309829","0.0516510234239518","18.75","ccnd1, jak1, stat3","ACTIVATION JAK/STAT PATHWAY"
"GO:0016055","4","0.00357638420575336","0.141595923427052","17.39","csnk2b, ta, wls, wnt1","ALTERATION WNT PATHWAY"
"LEYDIG CELL DIFFERENTIATION","2","0.00372771619682977","0.0979868715671753","66.67","ccnd1, pdgfra","HYPERPLASIA LEYDIG CELL; INCREASE LEYDIG CELL TUMORS"
"RESPONSE TO ESTRADIOL","3","0.0043170584274358","0.0608112685363565","10","ccnd1, igfbp2a, stat3","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS"
"GO:0045444","3","0.00449770946278477","0.300821606018003","7.32","ccnd1, ppardb, wnt1","INCREASED ADIPOGENESIS"
"SOMATIC MUTATION","3","0.00519218221331972","0.0950617348113321","3.57","ccnd1, fgfr3, pdgfra","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"INCREASED SUSCEPTIBILITY TO FRACTURES","7","0.00522845684052226","0.0873163957317251","20","ccnd1, fgf8a, gatm, ikbkap, plod3, stat3, wnt1","INCREASED DISEASE SUSCEPTIBILITY"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","2","0.00591435210524433","0.163523334667422","15.38","fgf8a, fgfr3","INCREASED IGF-1 MOUSE"
"GO:0030545","3","0.00592133059266045","0.342384720444581","5.08","fgf8a, mif, wnt1","DESENSITIZATION NICOTINIC ACETYLCHOLINE RECEPTOR"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","2","0.00740992349821225","0.0942929506669107","15.38","fgfr3, ikbkap","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"ABNORMAL FORM OF THE VERTEBRAL BODIES","7","0.00752542053404331","0.0700480348557085","21.21","fgfr3, plod3, pmm2, rps19, sec23a, tmco1, wnt1","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF"
"GO:0004882","3","0.00761641645457815","0.190926404453733","8.57","ccnd1, rchy1, stat3","N/A ANDROGEN RECEPTOR ANTAGONISM; AGONISM ANDROGEN RECEPTOR; DECREASED ANDROGEN RECEPTOR ACTIVITY; ACTIVATION ANDROGEN RECEPTOR"
"ABNORMALITY OF THE WING OF THE ILIUM","2","0.00768574270077057","0.0830696690716834","33.33","fgfr3, sec23a","INCREASED DEFORMED WING VIRUS LEVELS"
"GO:0072358","7","0.0079052798490961","0.0627412822834167","6.31","ephb2b, fgf8a, jak1, pak4, pdcd6, pdgfra, stat3","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"BLADDER CANCER","3","0.00804347475969384","0.144027922741694","7.14","araf, ccnd1, fgfr3","INCREASE CANCER"
"ENDOMETRIAL CANCER","3","0.00804347475969384","0.144027922741694","4.41","araf, ccnd1, fgfr3","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"ABNORMAL OVARIAN MORPHOLOGY","3","0.00866356948635842","0.121733967555201","8.11","fgf8a, nup107, pmm2","PROMOTION OVARIAN GRANULAR CELL TUMORS; DECREASED OVARIAN E2; PROMOTION OVARIAN ADENOMAS"
"ABNORMAL LIVER MORPHOLOGY","8","0.00871351984403662","0.0561512874687546","6.72","btk, dldh, dpm1, jak1, mif, pdgfra, pmm2, stat3","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"ABNORMALITY OF THE ABDOMINAL ORGANS","11","0.00880873492411352","0.0435349115574103","6.51","btk, ccnd1, dldh, dpm1, ikbkap, jak1, mif, pdgfra, pmm2, stat3, ufd1l","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"GO:0007568","7","0.00910584428271723","0.0967369238399076","8.14","apex1, dldh, igfbp2a, igfbp5b, mif, stat3, wnt1","ACCELERATED AGING"
"ABNORMALITY OF THE LIVER","10","0.0092418424343311","0.0499500026256436","1.33","btk, ccnd1, dldh, dpm1, jak1, mif, pdgfra, pmm2, stat3, ufd1l","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"GLOMERULAR SCLEROSIS","2","0.00995084354079191","0.18483526828546","14.29","ikbkap, nup107","DECREASED GLOMERULAR FILTRATION"
"GO:0003714","3","0.0100818347382864","0.240450516828763","15","apex1, ccnd1, taf9","STABILIZATION PPAR ALPHA CO-REPRESSOR"
"ABNORMAL PLEURA MORPHOLOGY","3","0.0105114480232757","0.257323969708494","37.5","ccnd1, ikbkap, mif","PERSISTENT CYTOTOXICITY PLEURA OR PERITONEUM"
"GO:0009790","17","0.0110309885760902","0.0272978427922969","10.06","brk1, dldh, ephb2b, fgf8a, foxa2, gna12a, lias, mthfd1b, otx2, pdcd6, pdgfra, phgdh, plod3, rrp7a, rxraa, wls, wnt1","DEFECT OF EMBRYOGENESIS"
