"","Num","POD","SD","%","Genes","KE"
"GO:0051899","3","0.0156804304272841","0.145375673808848","14.29","adora2aa, jun, kdr","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT; PROLONGED DEPOLARIZATION OF NEURONAL MEMBRANE"
"GO:1904019","4","0.0500851907996594","0.229573407204202","18.18","eif2s1b, hmox1a, kdr, tgfbr2","DECREASE APOPTOSIS OF CILIATED EPITHELIAL CELLS"
"GO:0006915","3","0.122842647811997","0.467580736702531","9.68","dap3, sgk1, tgfbr2","CHANGES/INHIBITION CELLULAR HOMEOSTASIS AND APOPTOSIS; DECREASED APOPTOSIS EPITHELIAL CELLS; INCREASED APOPTOSIS DECREASED LEYDIG CELLS"
"SQUAMOUS CELL CARCINOMA","3","0.24951076910403","0.324057427961794","30","ctsc, ddb2, tgfbr2","INCREASE PAPILLOMAS/CARCINOMAS SQUAMOUS CELLS; INCREASE RESPIRATORY OR SQUAMOUS METAPLASIA; SQUAMOUS METAPLASIA ABERRANT BASAL CELLS"
"GO:0001935","5","0.264472035339691","0.267476487601919","13.89","arnt, hmox1a, jun, kdr, xbp1","INCREASED PROLIFERATION ENDOTHELIAL CELLS"
"GO:0060291","2","0.287850015086971","0.628064823115649","14.29","adora2aa, serpine2","DECREASED LONG-TERM POTENTIATION LTP"
"SYNAPTIC TRANSMISSION GLUTAMATERGIC","2","0.287850015086971","0.628064823115649","15.38","adora2aa, serpine2","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE"
"GO:0010463","2","0.313677528144818","0.637553319886617","16.67","tgfbr2, zeb1b","INCREASED PROLIFERATION OF MESENCHYMAL CELLS"
"GO:0019932","7","0.332994973419987","0.229262171952015","11.48","adora2aa, adora2b, adrb3a, gsk3ab, kdr, ndufs4, ptger2a","INCREASED SECOND MESSENGER PRODUCTION"
"GO:0006954","7","0.445525187350095","0.194999378923144","5.98","adora2aa, adora2b, ctsc, f11r.1, hmox1a, jun, ptger2a","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"CTOME VEGFR2 MEDIATED CELL PROLIFERATION","2","0.460905882691119","1.37643706550044","33.33","kdr, vegfaa","INHIBITION VEGFR2"
"GO:0016310","9","0.482549462690369","0.159079481283434","7.2","cdk6, gsk3ab, GSK3B_2of2, ilk, kdr, nme3, sgk1, strap, tgfbr2","ACTIVATION SP1"
"IMMUNOLOGIC HYPERSENSITIVITY","3","0.493826167037018","0.496991705014214","13.04","odc1, ptger2a, srsf2a","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
"BREAST CANCER PATHWAY","4","0.520479448700427","0.305054631531948","3.51","cdk6, ddb2, jun, tcf7l1a","N/A BREAST CANCER"
"GO:0007269","3","0.524382012829578","0.502297688916795","12","adora2aa, adora2b, gad2","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"GO:0050673","10","0.549227460186508","0.137363824678679","12.2","arnt, cdk6, hmox1a, hnf1ba, igfbp5b, jun, kdr, lamb1a, strap, xbp1","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","2","0.573002241898538","0.452522627796582","15.38","ddb2, zeb1b","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"GO:0009611","12","0.57855084871629","0.0989271919714086","10.71","adora2aa, anxa2a, ehd1b, f11r.1, gata5, hmox1a, ilk, jun, pabpc4, serpine2, tgfbr2, xbp1","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0072358","11","0.625481018639946","0.122941211449958","9.91","anxa2a, cdx4, dnmt1, hmox1a, jun, kdr, sod2, tbx20, tfap2b, tgfbr2, xbp1","ALTERED CARDIOVASCULAR DEVELOPMENT/FUNCTION"
"ABNORMALITY OF REPRODUCTIVE SYSTEM PHYSIOLOGY","5","0.641907593725146","0.259263970718767","4.85","ddb2, eif2b2, hnf1ba, prpf31, smarcb1a","N/A IMPAIRMENT OF REPRODUCTIVE CAPACITY"
"GO:0005102","13","0.724240252939629","0.0924555413116655","6.25","adora2aa, arnt, bambia, f11r.1, gsk3ab, ilk, kdr, lamb1a, rqcd1, serpine2, strap, tbp, tgfbr2","DECREASED TESTOSTERONE BINDING TO ANDROGEN RECEPTOR HYPOTHALAMUS"
"NEOPLASM OF THE SKIN","5","0.730249609977761","0.244175700707619","15.15","ctsc, ddb2, fh, smarcb1a, tgfbr2","SENSITISATION SKIN"
"SOMATIC MUTATION","3","0.755445227033531","0.512298911503253","3.57","rad54l, smarcb1a, tgfbr2","INCREASED INDUCED MUTATIONS IN CRITICAL GENES; INCREASE MUTATIONS; INCREASE MUTATIONS IN CRITICAL GENES"
"GO:0042060","11","0.786059434694508","0.104300148048529","12.5","adora2aa, anxa2a, ehd1b, f11r.1, gata5, hmox1a, ilk, pabpc4, serpine2, tgfbr2, xbp1","FAILURE IN VASCULAR REPAIR MECHANISMS UNRESOLVED BLOOD LOSS HEMORRHAGE"
"ABNORMAL CARDIAC TEST","2","0.800796772575512","1.04993565677208","15.38","gmppb, tbx20","INCREASED CARDIAC ARRTHYMIA"
"GO:0009790","17","0.826382779064505","0.0815133981176683","10.06","aldh1a3, arnt, cdx4, dnmt1, hnf1ba, hoxb8a, kdr, lamb1a, lhx2b, neurog1, pax5, rps6, ssr2, tbx20, tgfbr2, th, zeb1b","DEFECT OF EMBRYOGENESIS"
"SMOOTH MUSCLE CELL PROLIFERATION","6","0.882953985263512","0.217447805892697","23.08","dnmt1, hmox1a, igfbp5b, jun, sod2, tgfbr2","HYPERTROPHY/HYPERPLASIA SMOOTH MUSCLE"
"GO:0007588","3","0.9504149257778","0.47596420202081","21.43","adora2aa, adora2b, hmox1a","INCREASE BILIARY EXCRETION TH GLUCURONIDE"
"GO:0044703","12","1.00298348923242","0.116621893039323","10.34","hsd11b2, igfbp5b, pax5, RPL29, rpl39, rps6, ruvbl1, serpine2, sirt2, tbp, tgfbr2, th","N/A REPRODUCTIVE FAILURE"
"PEPTIDYL LYSINE MODIFICATION","9","1.18633245315417","0.122472694455917","12.68","arnt, dnmt1, hdac6, nup188, pax5, ruvbl1, sirt2, smarcb1a, uba2","N/A COVALENT BINDING TO PROTEIN POSSIBLY LYSINE RESIDUE"
"PROSTAGLANDIN SYNTHESIS AND REGULATION","3","1.21621993966873","0.626298559055722","11.54","anxa2a, hsd11b2, ptger2a","REDUCTION PROSTAGLANDIN E2 CONCENTRATION; REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"ABNORMAL LIVER MORPHOLOGY","8","1.23818266361117","0.130651254816759","6.72","ctsc, hmox1a, hnf1ba, hsd3b7, ndufs4, pgm1, pigs, srsf2a","INDUCTION LIVER “DYSFUNCTIONAL” CHANGES BY CGA 330050; INFLAMMATION LIVER; N/A LIVER FIBROSIS; INCREASE RBC CONGESTION IN LIVER; INCREASE LIVER AND SPLENIC HEMOSIDEROSIS; REDUCTION VITELLOGENIN SYNTHESIS IN LIVER; INCREASE VITELLOGENIN SYNTHESIS IN LIVER; FORMATION LIVER FIBROSIS; FORMATION LIVER TUMOR"
"HEART DEVELOPMENT","7","1.23837374534135","0.222602711160004","5.56","dhrs3a, gata5, gsk3ab, tbx20, tgfbr2, th, vegfaa","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"ABNORMALITY OF THE ABDOMINAL ORGANS","10","1.26032932266377","0.117240878007498","5.92","ctsc, fh, hmox1a, hnf1ba, hsd3b7, ndufs4, pgm1, pigs, srsf2a, tgfbr2","IMPAIRED DEVELOPMENT OF REPRODUCTIVE ORGANS"
"ABNORMALITY OF THE LIVER","10","1.26032932266377","0.117240878007498","1.33","ctsc, fh, hmox1a, hnf1ba, hsd3b7, ndufs4, pgm1, pigs, srsf2a, tgfbr2","INCREASED INDUCTION OF UDPGT'S IN LIVER; INCREASED LIVER STEATOSIS; INCREASED LIVER STEATOSIS; N/A HEPATOTOXICITY HEPATOPATHY INCLUDING A CONSTELLATION OF OBSERVABLE EFFECTS; INDUCTION SUSTAINED HEPATOTOXICITY"
"ABNORMAL SOCIAL BEHAVIOR","3","1.29196496364124","0.346839694055921","11.54","gabbr2, grin1a, ndufs4","ABNORMAL FORAGING ACTIVITY AND BEHAVIOR"
"ENDOMETRIAL CANCER","3","1.30539154452266","0.288882537009148","4.41","ddb2, ilk, tcf7l1a","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","7","1.34111897592359","0.191283784078619","4.76","ctsc, ppp1cb, rps15a, smarcb1a, srsf2a, tbx20, tgfbr2","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMAL LUNG MORPHOLOGY","7","1.34111897592359","0.191283784078619","5.47","ctsc, ppp1cb, rps15a, smarcb1a, srsf2a, tbx20, tgfbr2","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0001963","2","1.34369705417341","1.10121479586257","16.67","adora2aa, th","INCREASE DOPAMINERGIC ACTIVITY; DECREASED DOPAMINERGIC ACTIVITY"
"GO:0010468","4","1.34499135062977","0.290131850428471","25","arntl1b, cdx4, gata5, lhx2b","DECREASED TRANSCRIPTION OF GENES BY AR"
"GO:0019904","8","1.35867525872958","0.146482467819437","6.5","f11r.1, hnrnpm, ilk, jun, rqcd1, th, u2af2b, ywhaba","N/A INTERFERENCES WITH SH-/SELEN-PROTEINS"
"LOCOMOTORY BEHAVIOR","4","1.3627356271393","0.445216987322551","6.45","adora2aa, aldh1a3, hoxb8a, th","REDUCED SWIMMING SPEED; REDUCED SWIMMING PERFORMANCE"
"ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES","11","1.39808611516806","0.114901279589924","2.72","fh, hmox1a, hsd3b7, ndufs4, pgm1, rpl15, rpl27, rps15a, smarcb1a, srsf2a, tgfbr2","DAMAGING RED BLOOD CELLS; HEMOLYSIS"
"GO:0046903","17","1.45316546095029","0.0646440501341205","7.36","adora2aa, adora2b, anxa2a, CKAP4, cops5, ctsc, ctsd, gad2, hmox1a, hnf1ba, neurog1, per2, pgm1, serpine2, sgk1, tfap2b, xbp1","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"REGULATION OF CELL DEATH","23","1.54917429888318","0.0560341782696968","8.58","adora2aa, aldh1a3, arhgef2, cops5, ctsc, ctsd, dnmt1, eif2s1b, gsk3ab, hdac6, hmox1a, jun, kdr, mt2, mybl2b, rps6, sgk1, sirt2, sod2, tfap2b, ufm1, vegfaa, xbp1","N/A CELL INJURY/DEATH"
"GO:0004872","13","1.5503015240678","0.111451913313519","5.44","adora2aa, adora2b, adrb3a, fzd7a, gabbr2, grin1a, kdr, nr1i2, ptger2a, rorb, tgfbr2, thrab, vegfaa","ACTIVATION PXR/SXR"
"GO:0046983","19","1.55087705115468","0.0580641094486015","9.64","adora2aa, adrb3a, aldh1a3, arnt, atf1, f11r.1, fasn, gabbr2, gad2, hmox1a, hnf1ba, jun, neurog1, odc1, rqcd1, suclg2, tfap2b, uba2, xbp1","DIMERIZATION AHR/ARNT; REDUCED DIMERIZATION ARNT/HIF1-ALPHA"
"GO:0048870","22","1.55236883496256","0.0592446193995627","11","arhgef2, bambia, cdk6, f11r.1, gsk3ab, gtpbp4, hdac6, hmox1a, hsd3b7, igfbp5b, ilk, jun, kdr, lamb1a, onecut1, serpine2, sgk1, sod2, strap, tbx20, tgfbr2, xbp1","INCREASED MOTILITY"
"GO:0040011","25","1.58456301484686","0.0520309857806873","11.01","adora2aa, arhgef2, bambia, cdk6, f11r.1, gsk3ab, gtpbp4, hdac6, hmox1a, hsd3b7, igfbp5b, ilk, jun, kdr, lamb1a, lhx2b, onecut1, rpl24, serpine2, sgk1, sod2, strap, tbx20, tgfbr2, xbp1","INCREASED LOCOMOTION; INCREASED MUSCULAR WAVES IN FOOT; DECREASED LOCOMOTION"
"CHOLESTASIS","3","1.58460949942491","0.57735300474116","8.57","fh, hnf1ba, hsd3b7","INCREASED CHOLESTASIS; CHOLESTASIS PATHOLOGY"
"GO:0007568","12","1.58716798134576","0.110813294083752","13.95","cdk6, ctsc, eif2s1b, gsk3ab, igfbp5b, ilk, jun, pax5, rad54l, sod2, tgfbr2, th","ACCELERATED AGING"
