"","Num","POD","SD","%","Genes","KE"
"SYNAPTIC TRANSMISSION GLUTAMATERGIC","2","8.96993398523744e-05","0.206638338264575","15.38","drd2a, gria2b","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE"
"GO:0005515","5","0.0203772129092204","0.548390272644406","10.64","e2f7, gli1, hsp90aa1.1, rab5c, ta","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
"PSYCHOGENIC NON EPILEPTIC SEIZURE","2","0.0210147175884101","1.88229353929964","15.38","drd2a, sdhb","OCCURRENCE EPILEPTIC SEIZURE"
"GO:0001525","3","0.0508812737860579","0.921451294836025","8.11","flt1, igfbp2a, rab5c","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"GO:0099536","5","0.0710033367435426","0.532034708674738","4.5","cacna1ba, cyfip1, drd2a, gria2b, gsk3ab","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"ADRENERGIC RECEPTOR SIGNALING PATHWAY","3","0.0997942478427775","0.967115091775505","37.5","adrb1, drd2a, gsk3ab","INCREASED ACTIVITY BETA-2 ADRENERGIC RECEPTOR; ACTIVATION BETA-2 ADRENERGIC RECEPTOR"
"GO:0005216","4","0.208851231754275","0.526257727297476","16.67","cacna1ba, cacna1bb, gria2b, scn1lab","IMPAIRED ION CHANNELS"
"REGULATION OF WNT SIGNALING PATHWAY","4","0.282784194550608","0.72487818702563","5.06","gli1, gsk3ab, igfbp2a, psme3","INHIBITION WNT PATHWAY"
"GO:0019932","5","0.321362268903704","0.445374937826989","8.2","adrb1, cherp, drd2a, gsk3ab, prkaa1","INCREASED SECOND MESSENGER PRODUCTION"
"GO:0009611","11","0.352019866626359","0.193301382634474","9.82","aurka, crk, drd2a, f3b, foxa2, gli1, hnf4a, jun, ptpn6, xbp1, ywhaz","ACCUMULATION DAMAGED MITOCHONDRIAL DNA"
"GO:0006954","3","0.457631182677066","0.0338803078867196","2.56","f3b, jun, scn1lab","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"HEART DEVELOPMENT","6","0.502219890349495","0.384049043764586","4.76","ddx39b, foxa2, fzd2, gli1, gsk3ab, parp2","ALTERED LARVAL DEVELOPMENT; IMPAIRED DEVELOPMENT"
"GO:0001816","7","0.630105427030483","0.271168856514878","5.83","drd2a, inhbaa, polr2l, polr3h, ptpn6, rps3, xbp1","NON-NEURONAL PRODUCTION OF TNF EPITHELIAL IRRITATION; PRODUCTION OF NERVE GROWTH FACTOR  EPITHELIAL IRRITATION; NON-NEURONAL PRODUCTION OF IL-8/CXCL1 EPITHELIAL IRRITATION"
"GO:0050673","9","0.728148173959608","0.210163661990739","10.98","akt3a, ar, f3b, flt1, gli1, hnf1ba, jun, lamb1a, xbp1","INCREASE REGENERATIVE CELL PROLIFERATION TUBULAR EPITHELIAL CELLS; INCREASE REGENERATIVE CELL PROLIFERATION TERMINAL BRONCHIOLAR EPITHELIAL CELLS"
"GO:0004872","15","0.780080766772925","0.110504834538321","6.28","adrb1, ar, drd2a, f3b, fgfr3, flt1, fzd2, gria2b, hnf4a, igf1ra, inhbaa, opn4b, sema3d, tacr1b, vipr2","ACTIVATION PXR/SXR"
"ABNORMAL RESPIRATORY SYSTEM MORPHOLOGY","10","0.781487125214334","0.175672191529531","6.8","aldh18a1, cacna1ba, dhcr7, farsa, fgfr3, gli1, ikbkap, orc6, polr3h, scn1lab","INCREASED RESPIRATORY DISTRESS/ARREST"
"ABNORMAL LUNG MORPHOLOGY","10","0.781487125214334","0.175672191529531","7.81","aldh18a1, cacna1ba, dhcr7, farsa, fgfr3, gli1, ikbkap, orc6, polr3h, scn1lab","INCREASE ADENOMAS/CARCINOMAS BRONCHIOLOALVEOLAR"
"GO:0051899","3","0.815234304292611","0.168726858027555","14.29","cacna1ba, jun, scn1lab","OCCURRENCE A PAROXYSMAL DEPOLARIZING SHIFT; PROLONGED DEPOLARIZATION OF NEURONAL MEMBRANE"
"GO:0046903","16","1.27611675140882","0.110659309220855","6.93","atp5j, cacna1ba, cfd, cyfip1, degs1, drd2a, foxa2, hnf1ba, hnf4a, inhbaa, pa2g4b, ptpn6, rab5c, ralaa, tuba8l4, xbp1","SUPPRESSION VLDL SECRETION; INCREASE MUCIN PRODUCTION; INCREASED SECRETION OF LOCAL GROWTH FACTORS"
"GO:0044703","8","1.3119382505765","0.253690073541437","6.9","ar, aurka, E2F1, foxa3, gli1, igfbp2a, inhbaa, rpl39","N/A REPRODUCTIVE FAILURE"
"GO:0000003","10","1.39281413300768","0.181488503492162","4.93","ar, aurka, E2F1, e2f7, foxa3, gli1, hnf4a, igfbp2a, inhbaa, rpl39","REDUCED REPRODUCTIVE SUCCESS; REPRODUCTIVE FAILURE"
