"","Num","POD","SD","%","Genes","KE"
"GO:0003857","2","0.00216169404611291","1.4898085959842","50","hadhab, hsd17b10","DECREASED 3-HYDROXYACYL-COA DEHYDROGENASE TYPE-2 ACTIVITY; ACTIVATION 3-HYDROXY-3-METHYLGLUTARYL-COA REDUCTASE GENE"
"PROSTAGLANDIN SYNTHESIS AND REGULATION","3","0.00515344641561038","1.02904345826728","11.54","cyp11a1, ednraa, ptgs1","REDUCTION PROSTAGLANDIN E2 CONCENTRATION; REDUCED PROSTAGLANDIN F2ALPHA CONCENTRATION PLASMA"
"ABNORMALITY OF THE ENDOMETRIUM","3","0.00998958340785913","1.07275516375457","27.27","msh6, pold1, sec23b","INCREASED HYPERPLASIA GLANDULAR EPITHELIAL CELLS OF ENDOMETRIUM; INCREASE HYPERPLASIA GLANDULAR EPITHELIAL CELLS OF ENDOMETRIUM; INCREASED ADENOSQUAMOUS CARCINOMAS OF ENDOMETRIUM"
"GO:0006636","2","0.0109178614602128","0.95913810106816","16.67","ptges3a, ptgs1","UP REGULATION UNSATURATED FATTY ACID"
"GO:0006635","3","0.0128095105111539","0.874371617180309","15","bdh2, hadhab, pparab","DECREASED PEROXISOMAL FATTY ACID BETA OXIDATION OF FATTY ACIDS; DECREASED MITOCHONDRIAL FATTY ACID BETA OXIDATION; DECREASED MITOCHONDRIAL FATTY ACID BETA-OXIDATION; INHIBITION MITOCHONDRIAL FATTY ACID BETA-OXIDATION"
"ABNORMAL BLOOD SODIUM CONCENTRATION","3","0.0157039451594219","1.18002249977808","33.33","cyp11a1, fgfr1a, fgfr1b","DECREASED SODIUM CONDUCTANCE 2; DECREASED SODIUM REABSORPTION"
"DECREASED FERTILITY","3","0.0157039451594219","1.18002249977808","3.95","cyp11a1, fgfr1a, fgfr1b","IMPAIRED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; REDUCTION CUMULATIVE FECUNDITY AND SPAWNING; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED SPERM QUANTITY OR QUALITY IN THE ADULT DECREASED FERTILITY; DECREASED TESTOSTERONE"
"GO:0006954","6","0.0167362654567011","0.383500626982633","5.13","abcf1, EPHA2_2of2, ogg1, pparab, ptgs1, serpine1","INCREASE INFLAMMATION; INCREASE INFLAMMATION CORNEAL CELLS; INFILTRATION INFLAMMATORY CELLS; INCREASED INFLAMMATION; CHRONIC COUGH RESPIRATORY IRRITABILITY"
"ABNORMAL OVARIAN MORPHOLOGY","3","0.0174663828658591","1.15362544044165","8.11","fgfr1a, fgfr1b, sec23b","PROMOTION OVARIAN GRANULAR CELL TUMORS; DECREASED OVARIAN E2; PROMOTION OVARIAN ADENOMAS"
"GO:0006633","3","0.0178130569359955","0.468506989447078","10.34","cyp1a, ptges3a, ptgs1","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
