"","Num","POD","SD","%","Genes","KE"
"GO:0070330","3","7.14867116516508e-06","0.089103392582252","37.5","cyp1a, cyp1b1, cyp3a65","REDUCTION IN OVARIAN GRANULOSA CELLS AROMATASE CYP19A1; INHIBITION AROMATASE; DECREASED AROMATASE CYP19A1 MRNA"
"GO:1903409","3","2.88233320953504e-05","0.43845048983234","12","agtr2, cyp1a, cyp1b1","INCREASE ROS PRODUCTION; PRODUCTION REACTIVE OXYGEN SPECIES"
"ARYL HYDROCARBON RECEPTOR PATHWAY","4","3.77377854963905e-05","0.269034513351442","8.33","cyp1a, cyp1b1, nfe2l2a, ptges3a","UP REGULATION CYP1A1; ACTIVATION AHR"
"ELECTRON TRANSPORT CHAIN","4","5.3385511925796e-05","0.213948025781","5.88","ciapin1, cyb5a, cyp1a, gsr","DISRUPTION MITOCHONDRIAL ELECTRON TRANSPORT CHAIN"
"GO:0006633","4","8.1327253674712e-05","0.22725269885425","13.79","cyp1a, eif6, prkaa1, ptges3a","SYNTHESIS DE NOVO FA; INCREASED DE NOVO FA SYNTHESIS; INCREASED DE NOVO FA SYNTHESIS"
"GO:0019932","7","9.9727897379475e-05","0.064596373069997","11.48","agtr2, bcap31, igf1, nppa, prkaa1, syk, vcam1","INCREASED SECOND MESSENGER PRODUCTION"
"RESPONSE TO ESTRADIOL","4","0.000103898885420647","0.242332096207329","13.33","cyp1a, foxa1, slc6a4a, th","REDUCTION PLASMA 17BETA-ESTRADIOL CONCENTRATIONS"
"DRUG INDUCTION OF BILE ACID PATHWAY","2","0.000116572784961767","0.639784846985125","16.67","cyp3a65, nr1h4","DECREASED BILE FLOW"
"FARNESOID X RECEPTOR PATHWAY","2","0.000116572784961767","0.639784846985125","20","cyp3a65, nr1h4","ACTIVATION NR1H4"
"OXIDATIVE STRESS","4","0.000121779854785469","0.246133890375655","16.67","cyp1a, gsr, hmox1a, nfe2l2a","PROPAGATION OXIDATIVE STRESS; N/A OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASED OXIDATIVE STRESS; INCREASE OXIDATIVE STRESS / ACTIVATION PMK-1 P38 MAPK; INCREASE ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS; INCREASED ENERGETIC DEMANDS AND THEREFORE METABOLIC STRESS"
"JNK CASCADE","3","0.000123317959915379","0.15283198323894","13.64","nppa, syk, tfa","ACTIVATION JNK"
"GO:0006839","3","0.000124757922170975","0.060956352758933","6.52","kif1bp, prkaa1, ywhaqb","REDUCTION CHOLESTEROL TRANSPORT IN MITOCHONDRIA"
"GO:0016310","5","0.000131267965199496","0.116080702308376","4","cdk7, csnk2b, lyn, prkaa1, syk","ACTIVATION SP1"
"GO:0005515","8","0.000132003243917519","0.0309822834493415","17.02","arntl2, bmp1a, eif1axb, gata1a, gli1, igfbp7, irf1b, neurog1","BINDING SH-/SELEN-PROTEINS; COVALENT BINDING PROTEIN"
