"","Num","POD","SD","%","Genes","KE"
"INCREASED PULMONARY VASCULAR RESISTANCE","2","0.00913368798180012","1.13860024415704","50","gata6, tbx20","INCREASE VASCULAR RESISTANCE"
"ABNORMAL CORNEAL EPITHELIUM MORPHOLOGY","4","0.0107287533415356","0.587371500213369","30.77","fgfr3, foxc1a, ntrk1, scn1lab","INCREASED ACCUMULATION OF ALPHA2U MICROGLOBULIN PROXIMAL TUBULAR EPITHELIUM"
"ABNORMALITY OF THE WING OF THE ILIUM","3","0.0110628359231558","0.738466609134441","50","fgfr3, hdac6, sec23a","INCREASED DEFORMED WING VIRUS LEVELS"
"NEURON CELLULAR HOMEOSTASIS","3","0.0120060429906628","0.67381953393889","50","adora1, P2RY1, prkaa1","ALTERED NEUROPHYSIOLOGY"
"SYNAPTIC TRANSMISSION GLUTAMATERGIC","2","0.0129529564673834","0.821866459086794","15.38","adora1, ntrk1","REDUCED PRESYNAPTIC RELEASE OF GLUTAMATE"
"GO:0007269","3","0.0153216312360464","0.715430756134433","12","cacna1ba, P2RY1, slc32a1","OVERACTIVATION NEURONOTRANSMITTER RELEASE"
"GO:0001525","4","0.0169442985215638","0.38184445391394","10.81","hdac6, hs6st2, tek, wdr43","REDUCTION ANGIOGENESIS; INCREASED ANGIOGENESIS"
"GO:0007568","15","0.0237259442507522","0.109744905597525","17.44","brca2, canx, casp2, CD68, cdk6, ctsla, ddc, fbxo5, mapk14a, ntrk1, P2RY1, pax5, rad54l, rela, slc32a1","ACCELERATED AGING"
"ABNORMAL CARDIAC TEST","3","0.0267651377907175","0.600636067478449","23.08","gata6, hadh, tbx20","INCREASED CARDIAC ARRTHYMIA"
"ABNORMAL PROLACTIN LEVEL","2","0.0293043550610708","0.737541020122624","25","rbm28, smarcb1a","DECREASED PROLACTIN"
"ENDOMETRIAL CANCER","4","0.0295297539579614","0.504162804033477","5.88","ctnnb1, fgfr1b, fgfr3, tcf7l2","INCREASE ENDOMETRIAL ADENOCARCINOMAS"
"IMMUNOLOGIC HYPERSENSITIVITY","3","0.0324531710020284","0.546906654228858","13.04","fgfr1b, odc1, ptger2a","INCREASE ALLERGIC RESPIRATORY HYPERSENSITIVITY RESPONSE"
"LIVER X RECEPTOR PATHWAY","2","0.0337929539040289","1.74579960725335","16.67","cyp2y3, nr1h3","ACTIVATION LXR; ACTIVATION LXR ALPHA"
"CTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R","3","0.0391801512037718","0.933941545717004","23.08","fgfr1b, fgfr3, fgfr4","INCREASED IGF-1 MOUSE"
"TISSUE ISCHEMIA","4","0.0434231691783417","0.385562091323528","26.67","ctnnb1, gata6, smad3a, tbx20","OCCURRENCE RENAL ISCHEMIA"
"ABNORMAL FORM OF THE VERTEBRAL BODIES","6","0.0443090028465654","0.258845497631199","18.18","acvr1l, dhcr7, fgfr1b, fgfr3, hdac6, sec23a","CLONAL EXPANSION/CELL PROLIFERATION TO FORM ALTERED HEPATIC FOCI AHF"
"GO:0004882","5","0.0476619527098062","0.173409986303607","14.29","ctnnb1, ncoa2, ncoa3, rela, smad3b","N/A ANDROGEN RECEPTOR ANTAGONISM; AGONISM ANDROGEN RECEPTOR; DECREASED ANDROGEN RECEPTOR ACTIVITY; ACTIVATION ANDROGEN RECEPTOR"
"NEUROINFLAMMATION","3","0.0481626389414824","0.453763116558768","25","mapk14a, mt-co2, rela","N/A NEUROINFLAMMATION"
"GO:0099536","11","0.0494751685718212","0.135102416739992","9.91","adora1, cacna1ba, ctnnb1, flot1b, fynb, ntrk1, P2RY1, pcdh17, rela, slc32a1, wnt3a","DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN; DECREASED NEURONAL NETWORK FUNCTION IN ADULT BRAIN"
"MORTALITY AGING","4","0.0556582029293663","0.579165145617882","15.38","fgfr3, hdac6, pqbp1, snrpb","REDUCED FITNESS OR EVEN MORTALITY ACIDOSIS HYPOVOLEMIC SHOCK AND ORGAN DYSFUNCTION; INCREASE MORTALITY; INCREASED MORTALITY"
"RENAL TUBULAR DYSFUNCTION","3","0.057830059924171","0.78539137433923","11.54","cad, mt-co2, ndufv1","INCREASE HYPERPLASIA RENAL TUBULAR CELLS; INCREASE CYTOTOXICITY RENAL TUBULAR CELL; INCREASE ADENOMAS/CARCINOMAS RENAL TUBULAR; OCCURRENCE RENAL PROXIMAL TUBULAR NECROSIS"
